STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: YES,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"76502 - TEMPLE","215","3,041","13,633",22,"87"
"76504 - TEMPLE","259","3,365","12,092",28,"108"
"76513 - BELTON","242","3,498","14,870",24,"92"
"76518 - BUCKHOLTS","16","170","644",26,"103"
"76519 - BURLINGTON","2","25","287",9,"34"
"76520 - CAMERON","66","869","3,182",27,"106"
"76522 - COPPERAS COVE","336","3,421","11,640",29,"114"
"76524 - EDDY","26","326","1,179",28,"108"
"76528 - GATESVILLE","185","2,027","7,913",26,"100"
"76534 - HOLLAND","23","267","1,098",24,"95"
"76541 - KILLEEN","270","3,125","9,694",32,"125"
"76542 - KILLEEN","342","4,875","16,064",30,"118"
"76543 - KILLEEN","302","4,227","14,019",30,"117"
"76544 - FORT HOOD","225","2,949","9,348",32,"123"
"76548 - HARKER HEIGHTS","204","2,685","10,505",26,"99"
"76554 - LITTLE RIVER ACADEMY","17","224","888",25,"98"
"76556 - MILANO","21","187","674",28,"108"
"76557 - MOODY","47","569","2,053",28,"108"
"76559 - NOLANVILLE","36","592","2,242",26,"103"
"76561 - OGLESBY","7","82","339",24,"94"
"76566 - PURMELA","3","35","112",31,"122"
"76569 - ROGERS","24","289","1,016",28,"111"
"76570 - ROSEBUD","19","194","897",22,"84"
"76571 - SALADO","53","649","2,827",23,"89"
"76579 - TROY","26","417","1,792",23,"91"
"76624 - AXTELL","22","233","902",26,"101"
"76629 - BREMOND","17","210","871",24,"94"
"76630 - BRUCEVILLE","15","158","627",25,"98"
"76632 - CHILTON","21","174","449",39,"151"
"76635 - COOLIDGE","19","173","549",32,"123"
"76638 - CRAWFORD","24","259","1,037",25,"97"
"76640 - ELM MOTT","16","206","1,056",20,"76"
"76642 - GROESBECK","47","512","2,830",18,"70"
"76643 - HEWITT","65","751","4,479",17,"65"
"76653 - KOSSE","8","67","409",16,"64"
"76655 - LORENA","56","626","2,792",22,"87"
"76656 - LOTT","22","182","753",24,"94"
"76657 - MC GREGOR","65","723","3,634",20,"77"
"76661 - MARLIN","90","967","3,240",30,"116"
"76664 - MART","29","280","1,225",23,"89"
"76678 - PRAIRIE HILL","1","9","49",18,"71"
"76680 - REAGAN","4","31","74",42,"163"
"76682 - RIESEL","22","208","1,066",20,"76"
"76685 - SATIN","0","0","58",0,"0"
"76687 - THORNTON","9","118","612",19,"75"
"76691 - WEST","52","603","2,651",23,"89"
"76701 - WACO","21","260","918",28,"110"
"76704 - WACO","107","1,392","3,672",38,"148"
"76705 - WACO","289","3,506","12,347",28,"110"
"76706 - WACO","345","4,495","15,311",29,"114"
"76707 - WACO","197","2,231","6,768",33,"128"
"76708 - WACO","237","2,624","9,833",27,"104"
"76710 - WACO","201","2,436","9,951",25,"95"
"76711 - WACO","92","1,073","3,703",29,"113"
"76712 - WOODWAY","132","1,511","9,281",16,"63"
"76798 - WACO","32","533","2,070",26,"100"
"76832 - CHEROKEE","7","87","280",31,"121"
"76844 - GOLDTHWAITE","38","370","1,447",26,"99"
"76853 - LOMETA","14","120","726",17,"64"
"76864 - MULLIN","14","109","338",32,"125"
"76870 - PRIDDY","0","0","118",0,"0"
"76877 - SAN SABA","39","371","1,575",24,"92"
"77801 - BRYAN","132","1,863","7,155",26,"101"
"77802 - BRYAN","170","2,057","9,708",21,"82"
"77803 - BRYAN","285","3,334","11,934",28,"109"
"77807 - BRYAN","88","1,137","4,366",26,"101"
"77808 - BRYAN","78","1,039","4,559",23,"89"
"77836 - CALDWELL","114","1,460","5,036",29,"113"
"77837 - CALVERT","19","191","752",25,"99"
"77840 - COLLEGE STATION","504","7,752","30,564",25,"99"
"77845 - COLLEGE STATION","261","3,336","19,335",17,"67"
"77856 - FRANKLIN","35","446","1,930",23,"90"
"77857 - GAUSE","3","30","227",13,"51"
"77859 - HEARNE","65","825","2,822",29,"114"
"77864 - MADISONVILLE","62","498","2,235",22,"87"
"77865 - MARQUEZ","22","235","994",24,"92"
"77871 - NORMANGEE","23","201","1,376",15,"57"
"77879 - SOMERVILLE","52","600","2,331",26,"100"
"15536 - CRYSTAL SPRING","1","76","218",35,"136"
"16689 - WATERFALL","0","0","107",0,"0"
"16691 - WELLS TANNERY","1","70","164",43,"166"
"17212 - BIG COVE TANNERY","2","85","179",48,"185"
"17223 - FORT LITTLETON","1","39","113",35,"134"
"17228 - HARRISONVILLE","1","42","502",8,"33"
"17238 - NEEDMORE","3","136","560",24,"95"
"17267 - WARFORDSBURG","7","331","906",37,"142"
"20001 - WASHINGTON","97","7,839","21,859",36,"140"
"20002 - WASHINGTON","136","9,552","27,700",35,"134"
"20003 - WASHINGTON","49","3,592","14,245",25,"98"
"20004 - WASHINGTON","5","361","871",41,"161"
"20005 - WASHINGTON","28","2,272","6,803",33,"130"
"20006 - WASHINGTON","11","1,154","3,490",33,"129"
"20007 - WASHINGTON","70","5,028","17,122",29,"114"
"20008 - WASHINGTON","58","4,190","15,277",27,"107"
"20009 - WASHINGTON","106","8,099","27,254",30,"116"
"20010 - WASHINGTON","76","5,638","15,453",37,"142"
"20011 - WASHINGTON","166","11,063","31,279",35,"138"
"20012 - WASHINGTON","38","2,357","6,421",37,"143"
"20015 - WASHINGTON","33","1,977","6,922",29,"111"
"20016 - WASHINGTON","53","3,804","16,107",24,"92"
"20017 - WASHINGTON","52","3,526","10,547",33,"130"
"20018 - WASHINGTON","47","3,285","8,195",40,"156"
"20019 - WASHINGTON","141","10,511","26,572",40,"154"
"20020 - WASHINGTON","135","10,302","24,967",41,"161"
"20024 - WASHINGTON","31","2,302","6,214",37,"144"
"20032 - WASHINGTON","94","7,511","17,590",43,"166"
"20036 - WASHINGTON","13","902","2,875",31,"122"
"20037 - WASHINGTON","29","2,311","8,560",27,"105"
"20105 - ALDIE","15","1,236","4,264",29,"113"
"20106 - AMISSVILLE","4","247","1,974",13,"49"
"20109 - MANASSAS","67","4,589","15,809",29,"113"
"20110 - MANASSAS","71","4,214","15,073",28,"109"
"20111 - MANASSAS","45","2,812","11,727",24,"93"
"20112 - MANASSAS","33","2,065","10,128",20,"79"
"20115 - MARSHALL","7","437","2,640",17,"64"
"20117 - MIDDLEBURG","3","236","1,655",14,"55"
"20119 - CATLETT","5","350","1,551",23,"88"
"20120 - CENTREVILLE","57","3,491","15,344",23,"89"
"20121 - CENTREVILLE","37","2,269","10,549",22,"84"
"20124 - CLIFTON","22","1,237","5,152",24,"93"
"20129 - PAEONIAN SPRINGS","3","245","752",33,"127"
"20130 - PARIS","1","130","242",54,"209"
"20132 - PURCELLVILLE","20","1,658","6,294",26,"103"
"20135 - BLUEMONT","8","459","1,311",35,"136"
"20136 - BRISTOW","36","2,152","8,673",25,"97"
"20137 - BROAD RUN","2","112","845",13,"52"
"20141 - ROUND HILL","11","951","2,830",34,"131"
"20143 - CATHARPIN","2","125","451",28,"108"
"20144 - DELAPLANE","1","61","497",12,"48"
"20147 - ASHBURN","84","6,437","24,035",27,"104"
"20148 - ASHBURN","47","3,309","12,012",28,"107"
"20151 - CHANTILLY","36","2,160","7,598",28,"111"
"20152 - CHANTILLY","29","2,126","10,317",21,"80"
"20155 - GAINESVILLE","43","2,689","10,781",25,"97"
"20158 - HAMILTON","3","217","1,918",11,"44"
"20164 - STERLING","71","5,929","18,045",33,"128"
"20165 - STERLING","43","3,461","14,837",23,"91"
"20166 - STERLING","12","923","4,568",20,"79"
"20169 - HAYMARKET","34","1,906","7,299",26,"102"
"20170 - HERNDON","66","3,832","15,020",26,"99"
"20171 - HERNDON","75","4,235","16,140",26,"102"
"20175 - LEESBURG","34","2,583","12,198",21,"82"
"20176 - LEESBURG","70","5,753","20,643",28,"108"
"20180 - LOVETTSVILLE","14","1,119","3,105",36,"140"
"20181 - NOKESVILLE","11","735","3,385",22,"84"
"20184 - UPPERVILLE","0","0","281",0,"0"
"20186 - WARRENTON","25","1,821","6,171",30,"115"
"20187 - WARRENTON","15","1,085","5,452",20,"77"
"20190 - RESTON","37","2,208","7,815",28,"110"
"20191 - RESTON","52","3,151","11,252",28,"109"
"20194 - RESTON","21","1,302","5,073",26,"100"
"20197 - WATERFORD","6","481","975",49,"192"
"20198 - THE PLAINS","3","232","960",24,"94"
"20601 - WALDORF","39","2,651","8,968",30,"115"
"20602 - WALDORF","39","2,776","9,593",29,"113"
"20603 - WALDORF","34","2,310","9,273",25,"97"
"20606 - ABELL","1","49","98",50,"195"
"20607 - ACCOKEEK","15","896","3,455",26,"101"
"20608 - AQUASCO","2","99","383",26,"101"
"20609 - AVENUE","2","127","245",52,"202"
"20611 - BEL ALTON","2","120","353",34,"132"
"20613 - BRANDYWINE","17","1,024","4,187",25,"95"
"20615 - BROOMES ISLAND","0","0","190",0,"0"
"20616 - BRYANS ROAD","7","462","1,990",23,"90"
"20617 - BRYANTOWN","1","59","680",9,"34"
"20618 - BUSHWOOD","1","95","552",17,"67"
"20619 - CALIFORNIA","14","859","3,964",22,"84"
"20620 - CALLAWAY","1","85","523",16,"63"
"20621 - CHAPTICO","1","49","741",7,"26"
"20622 - CHARLOTTE HALL","5","254","1,736",15,"57"
"20623 - CHELTENHAM","4","216","982",22,"86"
"20624 - CLEMENTS","5","340","847",40,"156"
"20625 - COBB ISLAND","3","202","462",44,"170"
"20626 - COLTONS POINT","0","0","228",0,"0"
"20628 - DAMERON","0","0","284",0,"0"
"20630 - DRAYDEN","0","0","140",0,"0"
"20632 - FAULKNER","1","43","170",25,"98"
"20634 - GREAT MILLS","14","1,173","3,392",35,"135"
"20636 - HOLLYWOOD","15","999","3,512",28,"111"
"20637 - HUGHESVILLE","10","554","2,092",27,"103"
"20639 - HUNTINGTOWN","17","1,045","5,161",20,"79"
"20640 - INDIAN HEAD","15","1,039","4,646",22,"87"
"20645 - ISSUE","2","182","577",32,"123"
"20646 - LA PLATA","32","2,127","7,664",28,"108"
"20650 - LEONARDTOWN","14","940","4,685",20,"78"
"20653 - LEXINGTON PARK","35","2,788","9,403",30,"115"
"20656 - LOVEVILLE","2","126","174",72,"282"
"20657 - LUSBY","26","1,961","7,534",26,"101"
"20658 - MARBURY","2","113","408",28,"108"
"20659 - MECHANICSVILLE","34","2,336","8,729",27,"104"
"20662 - NANJEMOY","3","168","1,216",14,"54"
"20664 - NEWBURG","4","220","1,199",18,"71"
"20667 - PARK HALL","1","104","290",36,"140"
"20670 - PATUXENT RIVER","2","74","336",22,"86"
"20674 - PINEY POINT","2","119","313",38,"148"
"20675 - POMFRET","2","126","659",19,"74"
"20676 - PORT REPUBLIC","7","369","1,340",28,"107"
"20677 - PORT TOBACCO","2","136","798",17,"66"
"20678 - PRINCE FREDERICK","21","1,801","4,963",36,"141"
"20680 - RIDGE","0","0","446",0,"0"
"20684 - SAINT INIGOES","1","93","538",17,"67"
"20685 - SAINT LEONARD","3","183","2,471",7,"29"
"20686 - SAINT MARYS CITY","1","107","731",15,"57"
"20687 - SCOTLAND","0","0","108",0,"0"
"20688 - SOLOMONS","3","184","804",23,"89"
"20689 - SUNDERLAND","1","51","447",11,"44"
"20690 - TALL TIMBERS","0","0","444",0,"0"
"20692 - VALLEY LEE","4","224","263",85,"331"
"20693 - WELCOME","2","127","830",15,"60"
"20695 - WHITE PLAINS","15","1,143","3,887",29,"114"
"20705 - BELTSVILLE","59","3,612","9,909",37,"142"
"20706 - LANHAM","89","4,926","13,613",36,"141"
"20707 - LAUREL","74","4,110","11,938",34,"134"
"20708 - LAUREL","51","3,075","9,019",34,"133"
"20710 - BLADENSBURG","25","1,671","3,738",45,"174"
"20712 - MOUNT RAINIER","24","1,273","3,573",36,"139"
"20715 - BOWIE","48","2,559","8,873",29,"112"
"20716 - BOWIE","38","2,094","7,465",28,"109"
"20720 - BOWIE","34","2,052","7,530",27,"106"
"20721 - BOWIE","53","2,916","8,893",33,"128"
"20722 - BRENTWOOD","13","856","2,139",40,"156"
"20732 - CHESAPEAKE BEACH","11","683","3,625",19,"73"
"20735 - CLINTON","54","3,283","12,749",26,"100"
"20737 - RIVERDALE","54","3,101","7,517",41,"161"
"20740 - COLLEGE PARK","59","4,208","14,560",29,"112"
"20743 - CAPITOL HEIGHTS","94","5,535","14,998",37,"144"
"20744 - FORT WASHINGTON","95","5,441","18,779",29,"113"
"20745 - OXON HILL","62","3,878","10,915",36,"138"
"20746 - SUITLAND","64","3,883","11,172",35,"135"
"20747 - DISTRICT HEIGHTS","92","5,415","14,651",37,"144"
"20748 - TEMPLE HILLS","68","4,082","14,766",28,"108"
"20762 - ANDREWS AIR FORCE BASE","5","408","994",41,"160"
"20769 - GLENN DALE","11","655","2,656",25,"96"
"20770 - GREENBELT","49","2,997","9,767",31,"119"
"20772 - UPPER MARLBORO","67","4,071","15,319",27,"103"
"20774 - UPPER MARLBORO","90","5,241","15,193",35,"134"
"20781 - HYATTSVILLE","20","1,114","4,037",28,"107"
"20782 - HYATTSVILLE","60","3,730","12,099",31,"120"
"20783 - HYATTSVILLE","114","7,701","20,475",38,"146"
"20784 - HYATTSVILLE","73","4,327","10,310",42,"163"
"20785 - HYATTSVILLE","82","4,342","13,358",33,"126"
"20812 - GLEN ECHO","1","49","250",20,"76"
"20814 - BETHESDA","49","2,670","11,662",23,"89"
"20815 - CHEVY CHASE","50","2,823","11,389",25,"96"
"20816 - BETHESDA","27","1,606","5,946",27,"105"
"20817 - BETHESDA","58","2,889","13,123",22,"86"
"20818 - CABIN JOHN","2","132","690",19,"74"
"20832 - OLNEY","36","2,098","9,097",23,"90"
"20837 - POOLESVILLE","11","757","2,297",33,"128"
"20838 - BARNESVILLE","0","0","106",0,"0"
"20839 - BEALLSVILLE","0","0","124",0,"0"
"20841 - BOYDS","11","701","2,660",26,"103"
"20842 - DICKERSON","3","200","577",35,"135"
"20850 - ROCKVILLE","78","5,101","18,070",28,"110"
"20851 - ROCKVILLE","30","1,620","5,770",28,"109"
"20852 - ROCKVILLE","68","4,190","18,676",22,"87"
"20853 - ROCKVILLE","47","3,010","11,801",26,"99"
"20854 - POTOMAC","88","5,093","17,440",29,"114"
"20855 - DERWOOD","21","1,244","5,622",22,"86"
"20860 - SANDY SPRING","1","70","477",15,"57"
"20861 - ASHTON","7","415","1,480",28,"109"
"20862 - BRINKLOW","1","53","265",20,"78"
"20866 - BURTONSVILLE","20","1,242","5,038",25,"96"
"20868 - SPENCERVILLE","1","55","116",47,"184"
"20871 - CLARKSBURG","26","1,760","5,665",31,"121"
"20872 - DAMASCUS","16","1,009","4,902",21,"80"
"20874 - GERMANTOWN","99","6,853","22,843",30,"117"
"20876 - GERMANTOWN","42","2,805","9,250",30,"118"
"20877 - GAITHERSBURG","64","4,180","14,292",29,"114"
"20878 - GAITHERSBURG","114","7,258","23,406",31,"121"
"20879 - GAITHERSBURG","48","3,121","10,210",31,"119"
"20882 - GAITHERSBURG","18","1,068","4,820",22,"86"
"20886 - MONTGOMERY VILLAGE","57","3,976","13,438",30,"115"
"20895 - KENSINGTON","46","2,493","8,086",31,"120"
"20901 - SILVER SPRING","70","4,050","13,853",29,"114"
"20902 - SILVER SPRING","104","7,062","20,321",35,"135"
"20903 - SILVER SPRING","56","3,598","8,902",40,"157"
"20904 - SILVER SPRING","107","6,958","22,716",31,"119"
"20905 - SILVER SPRING","43","2,626","6,868",38,"149"
"20906 - SILVER SPRING","130","8,630","28,726",30,"117"
"20910 - SILVER SPRING","81","5,142","16,641",31,"120"
"20912 - TAKOMA PARK","56","3,600","10,925",33,"128"
"21502 - CUMBERLAND","65","3,721","17,306",22,"84"
"21530 - FLINTSTONE","0","0","404",0,"0"
"21545 - MOUNT SAVAGE","7","285","823",35,"135"
"21555 - OLDTOWN","6","365","1,052",35,"135"
"21557 - RAWLINGS","4","214","837",26,"99"
"21562 - WESTERNPORT","7","387","1,185",33,"127"
"21701 - FREDERICK","59","3,657","15,259",24,"93"
"21702 - FREDERICK","54","3,576","16,202",22,"86"
"21703 - FREDERICK","56","3,792","13,558",28,"109"
"21704 - FREDERICK","20","1,177","4,777",25,"96"
"21710 - ADAMSTOWN","9","554","1,889",29,"114"
"21711 - BIG POOL","2","116","479",24,"94"
"21713 - BOONSBORO","11","785","3,830",21,"80"
"21716 - BRUNSWICK","8","386","2,329",17,"64"
"21718 - BURKITTSVILLE","0","0","56",0,"0"
"21719 - CASCADE","1","90","589",15,"59"
"21722 - CLEAR SPRING","3","208","2,396",9,"34"
"21727 - EMMITSBURG","6","360","2,486",15,"56"
"21733 - FAIRPLAY","1","54","234",23,"90"
"21740 - HAGERSTOWN","91","6,115","24,647",25,"97"
"21742 - HAGERSTOWN","44","2,946","11,922",25,"96"
"21750 - HANCOCK","6","279","1,660",17,"65"
"21754 - IJAMSVILLE","7","332","1,896",18,"68"
"21755 - JEFFERSON","11","579","2,472",23,"91"
"21756 - KEEDYSVILLE","3","211","1,254",17,"65"
"21758 - KNOXVILLE","7","219","1,675",13,"51"
"21766 - LITTLE ORLEANS","2","76","311",24,"95"
"21767 - MAUGANSVILLE","2","127","567",22,"87"
"21769 - MIDDLETOWN","13","717","4,926",15,"57"
"21770 - MONROVIA","10","569","2,521",23,"88"
"21773 - MYERSVILLE","3","184","1,810",10,"40"
"21774 - NEW MARKET","21","1,112","4,438",25,"97"
"21777 - POINT OF ROCKS","2","120","501",24,"93"
"21778 - ROCKY RIDGE","4","248","551",45,"175"
"21779 - ROHRERSVILLE","0","0","176",0,"0"
"21780 - SABILLASVILLE","3","173","843",21,"80"
"21782 - SHARPSBURG","5","284","1,589",18,"70"
"21783 - SMITHSBURG","12","739","3,633",20,"79"
"21788 - THURMONT","19","1,030","5,364",19,"75"
"21790 - TUSCARORA","0","0","60",0,"0"
"21793 - WALKERSVILLE","9","490","3,995",12,"48"
"21795 - WILLIAMSPORT","11","846","4,308",20,"76"
"21798 - WOODSBORO","11","693","1,363",51,"198"
"22003 - ANNANDALE","93","5,964","22,298",27,"104"
"22015 - BURKE","77","4,701","16,234",29,"113"
"22025 - DUMFRIES","24","1,644","6,736",24,"95"
"22026 - DUMFRIES","22","1,453","5,820",25,"97"
"22027 - DUNN LORING","4","301","714",42,"164"
"22030 - FAIRFAX","101","6,345","21,899",29,"113"
"22031 - FAIRFAX","43","2,800","12,723",22,"86"
"22032 - FAIRFAX","44","2,624","10,419",25,"98"
"22033 - FAIRFAX","68","4,120","15,105",27,"106"
"22039 - FAIRFAX STATION","23","1,235","6,255",20,"77"
"22041 - FALLS CHURCH","44","2,806","10,487",27,"104"
"22042 - FALLS CHURCH","61","3,537","12,557",28,"110"
"22043 - FALLS CHURCH","50","2,804","9,239",30,"118"
"22044 - FALLS CHURCH","28","1,738","6,356",27,"106"
"22046 - FALLS CHURCH","40","2,778","7,315",38,"148"
"22060 - FORT BELVOIR","12","738","2,871",26,"100"
"22066 - GREAT FALLS","28","1,589","6,087",26,"102"
"22079 - LORTON","51","3,133","11,757",27,"104"
"22101 - MC LEAN","38","1,938","11,119",17,"68"
"22102 - MC LEAN","40","2,255","8,725",26,"101"
"22124 - OAKTON","35","2,101","6,835",31,"120"
"22134 - QUANTICO","11","726","2,500",29,"113"
"22150 - SPRINGFIELD","63","3,993","11,261",36,"138"
"22151 - SPRINGFIELD","35","2,095","6,457",32,"126"
"22152 - SPRINGFIELD","54","3,118","10,901",29,"111"
"22153 - SPRINGFIELD","55","3,459","10,922",32,"123"
"22172 - TRIANGLE","12","791","3,602",22,"85"
"22180 - VIENNA","42","2,390","9,306",26,"100"
"22181 - VIENNA","18","1,050","5,060",21,"81"
"22182 - VIENNA","43","2,511","9,100",28,"107"
"22191 - WOODBRIDGE","91","6,514","22,054",30,"115"
"22192 - WOODBRIDGE","77","4,764","21,328",22,"87"
"22193 - WOODBRIDGE","125","7,785","27,200",29,"111"
"22201 - ARLINGTON","86","6,332","21,475",30,"115"
"22202 - ARLINGTON","44","3,365","14,332",24,"91"
"22203 - ARLINGTON","43","3,337","12,115",28,"107"
"22204 - ARLINGTON","122","9,080","25,873",35,"137"
"22205 - ARLINGTON","34","1,962","7,973",25,"96"
"22206 - ARLINGTON","53","4,023","11,189",36,"140"
"22207 - ARLINGTON","58","3,345","14,036",24,"93"
"22209 - ARLINGTON","29","2,129","7,365",29,"112"
"22211 - FORT MYER","2","125","436",29,"112"
"22213 - ARLINGTON","6","323","1,509",21,"83"
"22301 - ALEXANDRIA","27","1,737","6,216",28,"109"
"22302 - ALEXANDRIA","23","1,651","7,774",21,"83"
"22303 - ALEXANDRIA","32","1,724","6,301",27,"106"
"22304 - ALEXANDRIA","92","7,152","24,076",30,"116"
"22305 - ALEXANDRIA","33","2,621","8,410",31,"121"
"22306 - ALEXANDRIA","48","3,124","12,974",24,"94"
"22307 - ALEXANDRIA","20","944","3,878",24,"95"
"22308 - ALEXANDRIA","14","785","4,671",17,"65"
"22309 - ALEXANDRIA","47","3,345","13,559",25,"96"
"22310 - ALEXANDRIA","52","3,065","10,908",28,"109"
"22311 - ALEXANDRIA","43","3,410","11,835",29,"112"
"22312 - ALEXANDRIA","61","4,246","14,088",30,"117"
"22314 - ALEXANDRIA","50","3,254","15,780",21,"80"
"22315 - ALEXANDRIA","51","2,960","10,523",28,"109"
"22401 - FREDERICKSBURG","31","2,126","11,432",19,"72"
"22405 - FREDERICKSBURG","46","2,850","11,631",25,"95"
"22406 - FREDERICKSBURG","27","2,074","7,973",26,"101"
"22407 - FREDERICKSBURG","75","5,196","21,528",24,"94"
"22443 - COLONIAL BEACH","17","1,101","3,769",29,"114"
"22448 - DAHLGREN","2","86","197",44,"170"
"22469 - HAGUE","4","257","1,066",24,"94"
"22485 - KING GEORGE","31","2,310","9,313",25,"97"
"22488 - KINSALE","6","285","504",57,"220"
"22520 - MONTROSS","10","625","2,574",24,"94"
"22534 - PARTLOW","4","227","1,033",22,"86"
"22553 - SPOTSYLVANIA","22","1,360","5,163",26,"102"
"22554 - STAFFORD","72","4,966","19,865",25,"97"
"22556 - STAFFORD","33","2,296","10,123",23,"88"
"22601 - WINCHESTER","46","2,725","12,711",21,"83"
"22602 - WINCHESTER","24","1,750","11,233",16,"61"
"22603 - WINCHESTER","19","1,195","6,349",19,"73"
"22610 - BENTONVILLE","1","63","600",11,"41"
"22611 - BERRYVILLE","13","833","3,351",25,"97"
"22620 - BOYCE","1","34","1,132",3,"12"
"22623 - CHESTER GAP","0","0","247",0,"0"
"22624 - CLEAR BROOK","4","231","1,234",19,"73"
"22625 - CROSS JUNCTION","4","243","1,354",18,"70"
"22627 - FLINT HILL","2","138","367",38,"146"
"22630 - FRONT ROYAL","47","2,682","12,480",22,"84"
"22637 - GORE","1","62","1,275",5,"19"
"22639 - HUME","2","106","286",37,"144"
"22640 - HUNTLY","1","62","179",35,"135"
"22641 - STRASBURG","0","0","56",0,"0"
"22642 - LINDEN","4","324","1,870",17,"67"
"22643 - MARKHAM","1","128","253",51,"197"
"22644 - MAURERTOWN","2","128","985",13,"51"
"22645 - MIDDLETOWN","6","393","2,156",18,"71"
"22650 - RILEYVILLE","0","0","391",0,"0"
"22652 - FORT VALLEY","1","62","880",7,"27"
"22654 - STAR TANNERY","2","134","576",23,"91"
"22655 - STEPHENS CITY","27","1,816","7,738",24,"91"
"22656 - STEPHENSON","6","419","1,257",33,"130"
"22657 - STRASBURG","7","502","4,643",11,"42"
"22660 - TOMS BROOK","0","0","860",0,"0"
"22663 - WHITE POST","2","122","544",22,"87"
"22664 - WOODSTOCK","8","559","3,588",16,"61"
"22712 - BEALETON","9","569","3,259",18,"68"
"22713 - BOSTON","0","0","326",0,"0"
"22714 - BRANDY STATION","2","107","512",21,"81"
"22716 - CASTLETON","1","52","388",13,"52"
"22718 - ELKWOOD","0","0","227",0,"0"
"22720 - GOLDVEIN","3","178","672",27,"103"
"22724 - JEFFERSONTON","3","198","669",30,"115"
"22726 - LIGNUM","2","109","285",38,"149"
"22728 - MIDLAND","3","279","1,130",25,"96"
"22729 - MITCHELLS","1","67","67",100,"389"
"22734 - REMINGTON","4","227","1,289",18,"69"
"22736 - RICHARDSVILLE","0","0","58",0,"0"
"22737 - RIXEYVILLE","3","199","1,130",18,"69"
"22741 - STEVENSBURG","0","0","111",0,"0"
"22742 - SUMERDUCK","2","105","526",20,"78"
"22747 - WASHINGTON","4","276","490",56,"219"
"22749 - WOODVILLE","1","62","62",100,"389"
"22810 - BASYE","1","45","502",9,"35"
"22824 - EDINBURG","8","502","2,568",20,"76"
"22835 - LURAY","13","747","5,408",14,"54"
"22842 - MOUNT JACKSON","6","376","1,983",19,"74"
"22847 - QUICKSBURG","1","69","299",23,"90"
"22851 - STANLEY","7","493","2,692",18,"71"
"25401 - MARTINSBURG","24","1,548","6,405",24,"94"
"25403 - MARTINSBURG","19","1,506","5,494",27,"107"
"25404 - MARTINSBURG","22","1,695","8,761",19,"75"
"25405 - MARTINSBURG","20","1,524","5,308",29,"112"
"25411 - BERKELEY SPRINGS","17","1,060","5,086",21,"81"
"25413 - BUNKER HILL","12","837","3,205",26,"102"
"25414 - CHARLES TOWN","25","1,890","6,756",28,"109"
"25419 - FALLING WATERS","8","630","4,586",14,"53"
"25420 - GERRARDSTOWN","3","270","2,010",13,"52"
"25421 - GLENGARY","0","0","140",0,"0"
"25422 - GREAT CACAPON","3","186","802",23,"90"
"25425 - HARPERS FERRY","20","1,071","4,421",24,"94"
"25427 - HEDGESVILLE","17","1,147","5,211",22,"86"
"25428 - INWOOD","12","793","4,653",17,"66"
"25430 - KEARNEYSVILLE","14","857","3,632",24,"92"
"25431 - LEVELS","0","0","165",0,"0"
"25432 - MILLVILLE","0","0","53",0,"0"
"25434 - PAW PAW","7","365","1,063",34,"134"
"25437 - POINTS","1","68","363",19,"73"
"25438 - RANSON","4","323","2,893",11,"43"
"25442 - SHENANDOAH JUNCTION","0","0","776",0,"0"
"25443 - SHEPHERDSTOWN","12","755","3,444",22,"85"
"25444 - SLANESVILLE","0","0","236",0,"0"
"25446 - SUMMIT POINT","1","29","439",7,"26"
"26704 - AUGUSTA","7","448","2,103",21,"83"
"26710 - BURLINGTON","2","103","831",12,"48"
"26711 - CAPON BRIDGE","5","311","820",38,"148"
"26714 - DELRAY","2","180","180",100,"389"
"26717 - ELK GARDEN","3","148","449",33,"128"
"26719 - FORT ASHBY","4","301","1,399",22,"84"
"26720 - GORMANIA","2","67","110",61,"237"
"26722 - GREEN SPRING","2","125","157",80,"310"
"26726 - KEYSER","19","1,093","5,192",21,"82"
"26731 - LAHMANSVILLE","2","121","121",100,"389"
"26739 - MOUNT STORM","2","82","330",25,"97"
"26743 - NEW CREEK","4","229","693",33,"129"
"26750 - PIEDMONT","2","98","335",29,"114"
"26753 - RIDGELEY","10","585","2,425",24,"94"
"26755 - RIO","0","0","278",0,"0"
"26757 - ROMNEY","7","402","2,661",15,"59"
"26761 - SHANKS","1","52","226",23,"90"
"26763 - SPRINGFIELD","2","116","544",21,"83"
"26767 - WILEY FORD","0","0","248",0,"0"
"26801 - BAKER","4","142","646",22,"86"
"26808 - HIGH VIEW","0","0","580",0,"0"
"26810 - LOST CITY","1","42","152",28,"108"
"26812 - MATHIAS","2","101","625",16,"63"
"26817 - BLOOMERY","2","152","304",50,"195"
"26818 - FISHER","3","135","300",45,"175"
"26833 - MAYSVILLE","1","42","1,025",4,"16"
"26836 - MOOREFIELD","11","587","2,488",24,"92"
"26845 - OLD FIELDS","1","88","362",24,"95"
"26851 - WARDENSVILLE","4","242","799",30,"118"
"26852 - PURGITSVILLE","2","132","537",25,"96"
"26855 - CABINS","0","0","95",0,"0"
"26865 - YELLOW SPRING","1","53","279",19,"74"
"12922 - CHILDWOLD","7","22","71",31,"121"
