STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: YES,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"87027 - LA JARA","4","119","268",44,"173"
"87028 - LA JOYA","0","0","55",0,"0"
"87029 - LINDRITH","4","32","110",29,"113"
"87031 - LOS LUNAS","212","4,554","16,109",28,"110"
"87035 - MORIARTY","34","751","2,884",26,"101"
"87036 - MOUNTAINAIR","7","160","661",24,"94"
"87038 - NEW LAGUNA","16","305","946",32,"125"
"87041 - PENA BLANCA","4","80","503",16,"62"
"87042 - PERALTA","15","262","1,282",20,"80"
"87043 - PLACITAS","23","501","2,429",21,"80"
"87044 - PONDEROSA","13","313","992",32,"123"
"87045 - PREWITT","9","146","412",35,"138"
"87046 - REGINA","9","232","592",39,"152"
"87047 - SANDIA PARK","20","386","2,035",19,"74"
"87048 - CORRALES","41","1,000","3,507",29,"111"
"87052 - SANTO DOMINGO PUEBLO","19","438","1,409",31,"121"
"87053 - SAN YSIDRO","8","156","466",34,"130"
"87056 - STANLEY","8","193","544",36,"138"
"87059 - TIJERAS","33","676","3,543",19,"74"
"87062 - VEGUITA","6","122","332",37,"143"
"87063 - WILLARD","1","15","174",9,"34"
"87064 - YOUNGSVILLE","0","0","46",0,"0"
"87068 - BOSQUE FARMS","19","322","1,733",19,"72"
"87083 - COCHITI LAKE","4","65","312",21,"81"
"87102 - ALBUQUERQUE","120","2,738","10,741",26,"99"
"87104 - ALBUQUERQUE","82","1,790","5,196",34,"134"
"87105 - ALBUQUERQUE","264","6,209","24,274",26,"100"
"87106 - ALBUQUERQUE","159","3,663","13,657",27,"104"
"87107 - ALBUQUERQUE","168","3,782","13,574",28,"108"
"87108 - ALBUQUERQUE","182","4,519","18,545",24,"95"
"87109 - ALBUQUERQUE","207","4,585","17,237",27,"104"
"87110 - ALBUQUERQUE","226","4,541","17,538",26,"101"
"87111 - ALBUQUERQUE","257","5,313","23,653",23,"87"
"87112 - ALBUQUERQUE","215","4,813","19,651",25,"95"
"87113 - ALBUQUERQUE","50","1,269","5,474",23,"90"
"87114 - ALBUQUERQUE","229","5,363","22,870",23,"91"
"87116 - ALBUQUERQUE","16","371","1,641",23,"88"
"87120 - ALBUQUERQUE","248","5,711","23,832",24,"93"
"87121 - ALBUQUERQUE","303","7,933","27,523",29,"112"
"87122 - ALBUQUERQUE","65","1,299","6,173",21,"82"
"87123 - ALBUQUERQUE","208","4,883","17,473",28,"109"
"87124 - RIO RANCHO","225","5,200","21,343",24,"95"
"87144 - RIO RANCHO","132","3,456","14,061",25,"96"
"87301 - GALLUP","202","3,573","13,582",26,"102"
"87310 - BRIMHALL","4","48","269",18,"69"
"87312 - CONTINENTAL DIVIDE","5","78","325",24,"93"
"87313 - CROWNPOINT","30","431","1,376",31,"122"
"87315 - FENCE LAKE","1","14","114",12,"48"
"87317 - GAMERCO","8","182","326",56,"217"
"87320 - MEXICAN SPRINGS","6","101","424",24,"93"
"87321 - RAMAH","5","50","291",17,"67"
"87323 - THOREAU","11","159","808",20,"77"
"87325 - TOHATCHI","29","423","1,245",34,"132"
"87327 - ZUNI","34","621","2,514",25,"96"
"87328 - NAVAJO","7","126","486",26,"101"
"87357 - PINEHILL","9","133","325",41,"159"
"87401 - FARMINGTON","254","4,657","16,781",28,"108"
"87402 - FARMINGTON","37","656","3,340",20,"76"
"87410 - AZTEC","76","1,247","5,599",22,"87"
"87412 - BLANCO","4","57","240",24,"92"
"87413 - BLOOMFIELD","87","1,642","6,642",25,"96"
"87415 - FLORA VISTA","11","220","625",35,"137"
"87416 - FRUITLAND","5","87","351",25,"96"
"87417 - KIRTLAND","32","459","2,075",22,"86"
"87418 - LA PLATA","2","72","446",16,"63"
"87419 - NAVAJO DAM","1","12","54",22,"86"
"87420 - SHIPROCK","111","1,787","5,870",30,"118"
"87421 - WATERFLOW","13","195","608",32,"125"
"87501 - SANTA FE","83","1,884","7,399",26,"99"
"87505 - SANTA FE","161","3,665","14,630",25,"97"
"87506 - SANTA FE","63","1,363","6,166",22,"86"
"87507 - SANTA FE","182","4,546","19,370",24,"91"
"87508 - SANTA FE","82","2,080","8,209",25,"99"
"87510 - ABIQUIU","5","65","264",25,"96"
"87513 - ARROYO HONDO","17","389","1,125",35,"135"
"87516 - CANONES","0","0","35",0,"0"
"87520 - CHAMA","10","162","985",16,"64"
"87521 - CHAMISAL","3","37","325",11,"44"
"87522 - CHIMAYO","15","348","1,668",21,"81"
"87528 - DULCE","13","251","941",27,"104"
"87529 - EL PRADO","24","707","2,838",25,"97"
"87530 - EL RITO","0","0","128",0,"0"
"87531 - EMBUDO","9","232","504",46,"179"
"87532 - ESPANOLA","113","2,221","8,193",27,"105"
"87535 - GLORIETA","6","118","420",28,"109"
"87537 - HERNANDEZ","26","699","2,272",31,"120"
"87539 - LA MADERA","6","145","364",40,"155"
"87540 - LAMY","3","94","628",15,"58"
"87544 - LOS ALAMOS","62","1,376","5,619",25,"95"
"87547 - WHITE ROCK","23","396","2,386",17,"65"
"87549 - OJO CALIENTE","6","160","803",20,"78"
"87551 - LOS OJOS","5","118","362",33,"127"
"87552 - PECOS","7","130","696",19,"73"
"87553 - PENASCO","4","79","275",29,"112"
"87556 - QUESTA","18","365","923",40,"154"
"87557 - RANCHOS DE TAOS","28","810","2,658",31,"119"
"87560 - RIBERA","18","352","887",40,"154"
"87565 - SAN JOSE","3","66","281",24,"91"
"87566 - OHKAY OWINGEH","27","523","1,777",29,"115"
"87567 - SANTA CRUZ","9","276","1,049",26,"102"
"87571 - TAOS","46","1,017","4,513",23,"88"
"87573 - TERERRO","0","0","77",0,"0"
"87575 - TIERRA AMARILLA","2","55","319",17,"67"
"87576 - TRAMPAS","0","0","14",0,"0"
"87579 - VADITO","14","284","816",35,"135"
"87580 - VALDEZ","6","163","529",31,"120"
"87581 - VALLECITOS","2","38","203",19,"73"
"87701 - LAS VEGAS","110","2,058","8,379",25,"96"
"87710 - ANGEL FIRE","8","169","547",31,"120"
"87711 - ANTON CHICO","4","104","306",34,"132"
"87713 - CHACON","6","96","270",36,"138"
"87714 - CIMARRON","8","172","549",31,"122"
"87715 - CLEVELAND","2","54","411",13,"51"
"87718 - EAGLE NEST","5","106","378",28,"109"
"87722 - GUADALUPITA","2","32","99",32,"126"
"87723 - HOLMAN","3","30","141",21,"83"
"87724 - LA LOMA","4","74","123",60,"234"
"87728 - MAXWELL","5","123","308",40,"155"
"87729 - MIAMI","0","0","125",0,"0"
"87731 - MONTEZUMA","4","110","359",31,"119"
"87732 - MORA","12","192","630",31,"119"
"87733 - MOSQUERO","1","21","102",21,"80"
"87734 - OCATE","1","20","86",23,"90"
"87735 - OJO FELIZ","0","0","61",0,"0"
"87740 - RATON","62","909","3,088",29,"115"
"87742 - ROCIADA","2","49","242",20,"79"
"87743 - ROY","2","35","175",20,"78"
"87745 - SAPELLO","4","77","271",28,"111"
"87746 - SOLANO","2","34","72",47,"184"
"87747 - SPRINGER","5","103","562",18,"71"
"87752 - WAGON MOUND","2","32","133",24,"94"
"87801 - SOCORRO","56","1,187","4,195",28,"110"
"87820 - ARAGON","1","17","112",15,"59"
"87821 - DATIL","2","41","196",21,"81"
"87823 - LEMITAR","5","124","347",36,"139"
"87825 - MAGDALENA","11","208","1,019",20,"79"
"87827 - PIE TOWN","1","36","239",15,"59"
"87828 - POLVADERA","2","51","160",32,"124"
"87829 - QUEMADO","2","44","415",11,"41"
"87830 - RESERVE","5","95","390",24,"95"
"87831 - SAN ACACIA","0","0","76",0,"0"
"87832 - SAN ANTONIO","0","0","238",0,"0"
"87901 - TRUTH OR CONSEQUENCES","33","873","3,319",26,"102"
"87930 - ARREY","3","64","308",21,"81"
"87931 - CABALLO","4","80","311",26,"100"
"87933 - DERRY","1","13","104",13,"49"
"87935 - ELEPHANT BUTTE","6","130","645",20,"78"
"87939 - MONTICELLO","1","25","39",64,"249"
"87942 - WILLIAMSBURG","7","144","493",29,"114"
"87943 - WINSTON","1","14","121",12,"45"
"88020 - ANIMAS","9","201","316",64,"248"
"88022 - ARENAS VALLEY","7","142","622",23,"89"
"88023 - BAYARD","30","436","1,241",35,"137"
"88025 - BUCKHORN","4","67","209",32,"125"
"88030 - DEMING","108","2,250","9,808",23,"89"
"88034 - FAYWOOD","1","19","86",22,"86"
"88039 - GLENWOOD","0","0","230",0,"0"
"88041 - HANOVER","3","72","201",36,"139"
"88042 - HILLSBORO","1","24","128",19,"73"
"88043 - HURLEY","9","140","543",26,"100"
"88045 - LORDSBURG","27","593","1,638",36,"141"
"88049 - MIMBRES","6","132","521",25,"99"
"88053 - PINOS ALTOS","2","41","113",36,"141"
"88055 - REDROCK","1","12","38",32,"123"
"88061 - SILVER CITY","93","1,868","7,694",24,"94"
"88081 - CHAPARRAL","101","2,060","6,315",33,"127"
"88119 - FORT SUMNER","10","184","689",27,"104"
"88134 - TAIBAN","1","7","113",6,"24"
"88136 - YESO","1","27","50",54,"210"
"88201 - ROSWELL","113","2,323","9,529",24,"95"
"88203 - ROSWELL","152","2,683","10,903",25,"96"
"88210 - ARTESIA","80","1,746","7,383",24,"92"
"88220 - CARLSBAD","162","3,547","14,508",24,"95"
"88230 - DEXTER","19","427","1,983",22,"84"
"88231 - EUNICE","20","341","1,261",27,"105"
"88232 - HAGERMAN","14","283","906",31,"122"
"88240 - HOBBS","184","3,624","14,140",26,"100"
"88242 - HOBBS","23","490","2,433",20,"78"
"88250 - HOPE","0","0","51",0,"0"
"88252 - JAL","19","319","932",34,"133"
"88253 - LAKE ARTHUR","3","62","356",17,"68"
"88256 - LOVING","10","238","865",28,"107"
"88260 - LOVINGTON","68","1,285","5,468",24,"91"
"88262 - MCDONALD","0","0","17",0,"0"
"88265 - MONUMENT","1","15","132",11,"44"
"88267 - TATUM","5","88","526",17,"65"
"88301 - CARRIZOZO","8","150","592",25,"99"
"88310 - ALAMOGORDO","208","4,159","14,730",28,"110"
"88311 - ALAMOGORDO","5","111","461",24,"94"
"88312 - ALTO","9","249","1,162",21,"83"
"88314 - BENT","2","35","182",19,"75"
"88316 - CAPITAN","15","317","996",32,"124"
"88317 - CLOUDCROFT","9","207","747",28,"108"
"88318 - CORONA","4","47","184",26,"99"
"88321 - ENCINO","0","0","73",0,"0"
"88324 - GLENCOE","1","21","72",29,"113"
"88330 - HOLLOMAN AIR FORCE BASE","14","312","1,040",30,"117"
"88336 - HONDO","0","0","57",0,"0"
"88337 - LA LUZ","17","342","1,205",28,"110"
"88339 - MAYHILL","3","51","309",17,"64"
"88340 - MESCALERO","29","676","1,299",52,"202"
"88341 - NOGAL","1","16","169",10,"37"
"88344 - PINON","1","15","116",13,"50"
"88345 - RUIDOSO","41","834","3,535",24,"92"
"88346 - RUIDOSO DOWNS","14","280","1,098",26,"99"
"88347 - SACRAMENTO","1","18","134",13,"52"
"88348 - SAN PATRICIO","5","97","323",30,"117"
"88351 - TINNIE","0","0","57",0,"0"
"88352 - TULAROSA","27","576","1,969",29,"114"
"88354 - WEED","2","33","125",26,"103"
"88415 - CLAYTON","48","275","1,060",26,"101"
"88417 - CUERVO","0","0","27",0,"0"
"88421 - GARITA","0","0","55",0,"0"
"88431 - NEWKIRK","0","0","84",0,"0"
"88435 - SANTA ROSA","13","271","1,489",18,"71"
"88439 - TREMENTINA","0","0","10",0,"0"
"70634 - DERIDDER","578","2,358","9,948",24,"92"
"70639 - EVANS","14","41","222",19,"72"
"70656 - PITKIN","107","347","1,510",23,"89"
"71301 - ALEXANDRIA","640","2,739","9,453",29,"113"
"71302 - ALEXANDRIA","489","2,168","6,151",35,"137"
"71303 - ALEXANDRIA","460","1,843","8,087",23,"89"
"71322 - BUNKIE","185","709","2,591",27,"106"
"71323 - CENTER POINT","28","93","347",27,"104"
"71325 - CHENEYVILLE","37","135","461",29,"114"
"71327 - COTTONPORT","142","585","2,045",29,"111"
"71328 - DEVILLE","121","460","2,489",19,"72"
"71331 - EFFIE","21","80","320",25,"97"
"71333 - EVERGREEN","21","88","335",26,"102"
"71341 - HESSMER","67","272","1,190",23,"89"
"71346 - LECOMPTE","70","223","1,024",22,"85"
"71350 - MANSURA","123","429","1,540",28,"108"
"71351 - MARKSVILLE","312","1,183","4,203",28,"110"
"71353 - MELVILLE","27","189","705",27,"104"
"71355 - MOREAUVILLE","65","245","959",26,"99"
"71356 - MORROW","6","59","234",25,"98"
"71360 - PINEVILLE","765","3,048","13,297",23,"89"
"71362 - PLAUCHEVILLE","44","165","739",22,"87"
"71369 - SIMMESPORT","88","366","1,099",33,"130"
"71403 - ANACOCO","103","374","1,662",23,"88"
"71404 - ATLANTA","11","53","283",19,"73"
"71405 - BALL","149","617","2,354",26,"102"
"71407 - BENTLEY","13","47","306",15,"60"
"71409 - BOYCE","149","614","2,455",25,"97"
"71417 - COLFAX","134","477","1,752",27,"106"
"71423 - DRY PRONG","115","394","1,708",23,"90"
"71424 - ELMER","32","129","496",26,"101"
"71427 - FLATWOODS","7","37","103",36,"140"
"71429 - FLORIEN","23","271","1,232",22,"86"
"71430 - FOREST HILL","48","203","954",21,"83"
"71432 - GEORGETOWN","18","49","349",14,"55"
"71433 - GLENMORA","110","376","1,829",21,"80"
"71438 - HINESTON","32","105","616",17,"66"
"71439 - HORNBECK","34","157","678",23,"90"
"71446 - LEESVILLE","605","2,002","8,472",24,"92"
"71447 - LENA","26","130","590",22,"86"
"71454 - MONTGOMERY","57","197","910",22,"84"
"71455 - MORA","0","0","54",0,"0"
"71459 - FORT POLK","167","657","2,939",22,"87"
"71461 - NEW LLANO","64","254","949",27,"104"
"71463 - OAKDALE","276","960","3,991",24,"94"
"71466 - OTIS","12","54","158",34,"133"
"71467 - POLLOCK","195","783","2,913",27,"105"
"71472 - SIEPER","7","30","133",23,"88"
"71485 - WOODWORTH","35","146","749",20,"76"
"48705 - BARTON CITY","19","47","309",15,"59"
"48721 - BLACK RIVER","15","37","201",18,"72"
"48728 - CURRAN","11","38","154",25,"96"
"48737 - GLENNIE","43","135","594",23,"88"
"48738 - GREENBUSH","37","93","617",15,"59"
"48740 - HARRISVILLE","88","215","1,126",19,"74"
"48742 - LINCOLN","51","120","729",17,"64"
"48745 - MIKADO","49","120","653",18,"72"
"48750 - OSCODA","52","767","3,709",21,"80"
"48761 - SOUTH BRANCH","14","80","470",17,"66"
"48762 - SPRUCE","26","60","464",13,"50"
"49707 - ALPENA","808","2,091","9,792",21,"83"
"49744 - HERRON","25","65","348",19,"73"
"49746 - HILLMAN","31","198","1,443",14,"53"
"49747 - HUBBARD LAKE","71","181","900",20,"78"
"49753 - LACHINE","72","178","847",21,"82"
"49766 - OSSINEKE","85","212","1,037",20,"80"
"49776 - POSEN","23","145","794",18,"71"
"73844 - GATE","0","0","68",0,"0"
"73848 - LAVERNE","13","107","875",12,"48"
"73901 - ADAMS","12","46","182",25,"98"
"73931 - BALKO","5","25","262",10,"37"
"73932 - BEAVER","20","117","612",19,"74"
"73933 - BOISE CITY","16","73","457",16,"62"
"73937 - FELT","11","41","125",33,"128"
"73938 - FORGAN","27","153","684",22,"87"
"73939 - GOODWELL","39","220","717",31,"119"
"73942 - GUYMON","168","1,042","4,167",25,"97"
"73944 - HARDESTY","22","124","396",31,"122"
"73945 - HOOKER","20","114","603",19,"74"
"73946 - KENTON","6","26","77",34,"131"
"73947 - KEYES","9","39","199",20,"76"
"73949 - TEXHOMA","33","170","538",32,"123"
"73950 - TURPIN","16","83","230",36,"140"
"73951 - TYRONE","22","106","486",22,"85"
"79001 - ADRIAN","10","56","172",33,"127"
"79005 - BOOKER","26","206","617",33,"130"
"79007 - BORGER","218","1,294","5,516",24,"91"
"79009 - BOVINA","20","96","406",24,"92"
"79011 - BRISCOE","2","16","80",20,"78"
"79012 - BUSHLAND","3","17","103",17,"64"
"79013 - CACTUS","41","300","995",30,"117"
"79014 - CANADIAN","48","272","1,324",21,"80"
"79015 - CANYON","230","2,002","9,524",21,"82"
"79018 - CHANNING","15","73","299",24,"95"
"79019 - CLAUDE","24","100","499",20,"78"
"79022 - DALHART","129","805","3,507",23,"89"
"79024 - DARROUZETT","4","37","195",19,"74"
"79027 - DIMMITT","69","433","1,582",27,"107"
"79029 - DUMAS","206","1,235","5,378",23,"89"
"79034 - FOLLETT","5","35","247",14,"55"
"79035 - FRIONA","76","447","1,673",27,"104"
"79036 - FRITCH","71","487","2,186",22,"87"
"79039 - GROOM","8","42","326",13,"50"
"79040 - GRUVER","22","129","653",20,"77"
"79042 - HAPPY","16","84","342",25,"96"
"79043 - HART","19","114","483",24,"92"
"79044 - HARTLEY","20","121","390",31,"121"
"79045 - HEREFORD","289","1,681","6,394",26,"102"
"79046 - HIGGINS","8","48","224",21,"83"
"79052 - KRESS","28","124","373",33,"129"
"79056 - LIPSCOMB","0","0","34",0,"0"
"79057 - MCLEAN","20","114","443",26,"100"
"79059 - MIAMI","9","55","330",17,"65"
"79061 - MOBEETIE","7","50","196",26,"99"
"79062 - MORSE","2","13","89",15,"57"
"79063 - NAZARETH","15","75","378",20,"77"
"79065 - PAMPA","317","1,739","7,520",23,"90"
"79068 - PANHANDLE","39","263","1,096",24,"93"
"79070 - PERRYTON","127","780","3,529",22,"86"
"79079 - SHAMROCK","40","218","1,018",21,"83"
"79080 - SKELLYTOWN","10","57","285",20,"78"
"79081 - SPEARMAN","50","349","1,367",26,"99"
"79083 - STINNETT","43","252","1,062",24,"92"
"79084 - STRATFORD","34","230","1,089",21,"82"
"79085 - SUMMERFIELD","2","6","24",25,"97"
"79086 - SUNRAY","27","143","694",21,"80"
"79087 - TEXLINE","15","74","266",28,"108"
"79088 - TULIA","100","539","2,021",27,"104"
"79092 - VEGA","16","75","299",25,"98"
"79093 - WAKA","0","0","30",0,"0"
"79094 - WAYSIDE","4","23","85",27,"105"
"79095 - WELLINGTON","38","221","1,025",22,"84"
"79096 - WHEELER","20","137","789",17,"68"
"79097 - WHITE DEER","15","95","460",21,"80"
"79098 - WILDORADO","9","50","170",29,"114"
"79101 - AMARILLO","35","221","1,217",18,"71"
"79102 - AMARILLO","154","923","3,701",25,"97"
"79103 - AMARILLO","165","1,080","4,127",26,"102"
"79104 - AMARILLO","138","869","2,645",33,"128"
"79106 - AMARILLO","428","2,769","10,904",25,"99"
"79107 - AMARILLO","543","3,538","11,825",30,"116"
"79108 - AMARILLO","227","1,537","6,437",24,"93"
"79109 - AMARILLO","574","4,276","20,086",21,"83"
"79110 - AMARILLO","246","1,854","8,636",22,"84"
"79111 - AMARILLO","22","158","531",30,"116"
"79118 - AMARILLO","236","2,028","8,362",24,"94"
"79119 - AMARILLO","115","955","5,057",19,"73"
"79121 - AMARILLO","73","474","2,985",16,"62"
"79124 - AMARILLO","82","494","2,826",18,"68"
"79201 - CHILDRESS","98","594","2,347",25,"98"
"79223 - CEE VEE","0","0","8",0,"0"
"79226 - CLARENDON","58","381","1,325",29,"112"
"79230 - DODSON","4","20","82",24,"95"
"79237 - HEDLEY","7","39","214",18,"71"
"79239 - LAKEVIEW","6","30","80",38,"146"
"79240 - LELIA LAKE","3","19","43",44,"172"
"79245 - MEMPHIS","34","207","925",22,"87"
"79248 - PADUCAH","46","188","692",27,"106"
"79251 - QUAIL","1","5","16",31,"122"
"79255 - QUITAQUE","7","48","220",22,"85"
"79257 - SILVERTON","14","93","372",25,"97"
"79259 - TELL","0","0","38",0,"0"
"79261 - TURKEY","9","56","233",24,"94"
"79325 - FARWELL","40","258","1,044",25,"96"
"79347 - MULESHOE","116","581","2,440",24,"93"
"88101 - CLOVIS","635","4,325","17,250",25,"98"
"88112 - BROADVIEW","1","5","75",7,"26"
"88113 - CAUSEY","0","0","12",0,"0"
"88116 - ELIDA","13","87","170",51,"199"
"88118 - FLOYD","5","30","134",22,"87"
"88120 - GRADY","2","11","82",13,"52"
"88121 - HOUSE","4","20","66",30,"118"
"88124 - MELROSE","15","84","459",18,"71"
"88125 - MILNESAND","1","3","3",100,"389"
"88126 - PEP","0","0","12",0,"0"
"88130 - PORTALES","246","1,538","6,471",24,"92"
"88132 - ROGERS","2","13","66",20,"77"
"88133 - SAINT VRAIN","0","0","5",0,"0"
"88135 - TEXICO","25","158","554",29,"111"
"88401 - TUCUMCARI","147","802","2,842",28,"110"
"88410 - AMISTAD","3","23","37",62,"242"
"88411 - BARD","0","0","39",0,"0"
"88414 - CAPULIN","2","12","44",27,"106"
"88418 - DES MOINES","11","76","183",42,"162"
"88419 - FOLSOM","3","22","79",28,"108"
"88422 - GLADSTONE","0","0","8",0,"0"
"88424 - GRENVILLE","4","24","80",30,"117"
"88426 - LOGAN","13","83","482",17,"67"
"88427 - MCALISTER","2","9","47",19,"75"
"88430 - NARA VISA","4","24","106",23,"88"
"88434 - SAN JON","9","45","132",34,"133"
"88436 - SEDAN","5","42","148",28,"110"
"99501 - ANCHORAGE","355","2,133","8,302",26,"100"
"99502 - ANCHORAGE","388","2,247","8,891",25,"98"
"99503 - ANCHORAGE","293","1,662","6,562",25,"99"
"99504 - ANCHORAGE","632","3,768","15,536",24,"94"
"99505 - JBER","59","543","1,787",30,"118"
"99506 - JBER","82","717","2,848",25,"98"
"99507 - ANCHORAGE","537","3,465","14,221",24,"95"
"99508 - ANCHORAGE","673","3,758","13,933",27,"105"
"99515 - ANCHORAGE","295","1,990","8,244",24,"94"
"99516 - ANCHORAGE","250","1,505","6,922",22,"85"
"99517 - ANCHORAGE","330","1,718","6,919",25,"97"
"99518 - ANCHORAGE","187","1,045","4,003",26,"102"
"99540 - INDIAN","26","100","444",23,"88"
"99556 - ANCHOR POINT","45","252","1,177",21,"83"
"99567 - CHUGIAK","125","806","3,447",23,"91"
"99568 - CLAM GULCH","4","31","82",38,"147"
"99572 - COOPER LANDING","3","28","117",24,"93"
"99577 - EAGLE RIVER","349","2,127","8,997",24,"92"
"99587 - GIRDWOOD","26","122","629",19,"75"
"99603 - HOMER","188","1,137","4,354",26,"102"
"99605 - HOPE","7","36","165",22,"85"
"99610 - KASILOF","29","189","996",19,"74"
"99611 - KENAI","198","1,296","6,330",21,"80"
"99623 - WASILLA","307","2,172","9,225",24,"92"
"99631 - MOOSE PASS","3","14","158",9,"34"
"99639 - NINILCHIK","18","137","605",23,"88"
"99645 - PALMER","316","2,412","10,110",24,"93"
"99654 - WASILLA","423","3,095","13,204",23,"91"
"99664 - SEWARD","72","547","2,262",24,"94"
"99669 - SOLDOTNA","203","1,400","5,651",25,"96"
"99672 - STERLING","39","322","1,487",22,"84"
"99674 - SUTTON","23","163","753",22,"84"
"99676 - TALKEETNA","43","277","978",28,"110"
"99682 - TYONEK","12","43","194",22,"86"
"99688 - WILLOW","46","275","1,285",21,"83"
"28902 - BRASSTOWN","3","167","687",24,"95"
"28904 - HAYESVILLE","10","694","4,157",17,"65"
"28909 - WARNE","0","0","293",0,"0"
"30002 - AVONDALE ESTATES","14","943","2,451",39,"150"
"30004 - ALPHARETTA","79","5,821","21,584",27,"105"
"30005 - ALPHARETTA","40","2,785","13,504",21,"80"
"30008 - MARIETTA","60","4,132","13,577",30,"118"
"30009 - ALPHARETTA","21","1,433","7,385",19,"76"
"30011 - AUBURN","17","1,195","6,226",19,"75"
"30012 - CONYERS","52","3,237","10,645",30,"118"
"30013 - CONYERS","53","3,558","9,703",37,"143"
"30014 - COVINGTON","65","4,549","15,086",30,"117"
"30016 - COVINGTON","81","5,992","18,489",32,"126"
"30017 - GRAYSON","31","2,126","7,052",30,"117"
"30019 - DACULA","45","3,359","13,621",25,"96"
"30021 - CLARKSTON","48","3,219","9,073",36,"138"
"30022 - ALPHARETTA","80","5,660","26,406",21,"83"
"30024 - SUWANEE","90","6,112","25,429",24,"94"
"30025 - SOCIAL CIRCLE","12","745","3,552",21,"82"
"30028 - CUMMING","39","2,870","11,634",25,"96"
"30030 - DECATUR","56","3,142","11,863",27,"103"
"30032 - DECATUR","126","7,717","22,199",35,"135"
"30033 - DECATUR","45","2,757","13,078",21,"82"
"30034 - DECATUR","96","6,496","18,129",36,"139"
"30035 - DECATUR","54","3,604","8,721",41,"161"
"30038 - LITHONIA","69","4,928","15,158",33,"127"
"30039 - SNELLVILLE","73","5,153","15,870",33,"126"
"30040 - CUMMING","88","6,317","26,583",24,"92"
"30041 - CUMMING","67","4,916","24,447",20,"78"
"30043 - LAWRENCEVILLE","129","8,625","30,065",29,"112"
"30044 - LAWRENCEVILLE","121","8,209","30,728",27,"104"
"30045 - LAWRENCEVILLE","51","4,336","13,349",33,"126"
"30046 - LAWRENCEVILLE","61","4,116","14,413",29,"111"
"30047 - LILBURN","82","5,128","22,576",23,"88"
"30052 - LOGANVILLE","74","5,429","21,950",25,"96"
"30054 - OXFORD","15","1,181","4,382",27,"105"
"30055 - MANSFIELD","10","612","1,331",46,"179"
"30056 - NEWBORN","7","472","928",51,"198"
"30058 - LITHONIA","100","7,135","21,607",33,"128"
"30060 - MARIETTA","71","5,168","15,816",33,"127"
"30062 - MARIETTA","94","5,610","23,958",23,"91"
"30064 - MARIETTA","64","3,910","19,174",20,"79"
"30066 - MARIETTA","102","6,399","22,719",28,"110"
"30067 - MARIETTA","96","6,054","20,977",29,"112"
"30068 - MARIETTA","42","2,512","12,406",20,"79"
