STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: NO,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"43402 - BOWLING GREEN","806","12,987","16,234",80,"109"
"43406 - BRADNER","35","517","604",86,"117"
"43407 - BURGOON","16","179","233",77,"105"
"43410 - CLYDE","218","3,053","3,943",77,"106"
"43412 - CURTICE","94","1,226","1,714",72,"98"
"43413 - CYGNET","33","492","654",75,"103"
"43416 - ELMORE","63","937","1,187",79,"108"
"43420 - FREMONT","711","9,222","12,048",77,"104"
"43430 - GENOA","101","1,407","2,008",70,"96"
"43431 - GIBSONBURG","110","1,402","1,694",83,"113"
"43432 - GRAYTOWN","38","573","663",86,"118"
"43435 - HELENA","28","356","474",75,"103"
"43436 - ISLE SAINT GEORGE","16","210","312",67,"92"
"43440 - LAKESIDE MARBLEHEAD","131","1,739","2,233",78,"106"
"43442 - LINDSEY","29","344","438",79,"107"
"43443 - LUCKEY","45","691","806",86,"117"
"43445 - MARTIN","35","493","616",80,"109"
"43447 - MILLBURY","77","1,049","1,447",73,"99"
"43449 - OAK HARBOR","198","2,843","3,464",82,"112"
"43450 - PEMBERVILLE","75","1,082","1,433",76,"103"
"43451 - PORTAGE","38","615","792",78,"106"
"43452 - PORT CLINTON","357","4,654","6,049",77,"105"
"43457 - RISINGSUN","40","498","596",84,"114"
"43460 - ROSSFORD","148","2,038","2,464",83,"113"
"43462 - RUDOLPH","27","403","506",80,"109"
"43465 - WALBRIDGE","111","1,728","2,170",80,"109"
"43466 - WAYNE","54","762","953",80,"109"
"43469 - WOODVILLE","71","871","1,107",79,"107"
"43501 - ALVORDTON","20","273","374",73,"100"
"43502 - ARCHBOLD","155","2,291","2,869",80,"109"
"43504 - BERKEY","23","329","394",84,"114"
"43506 - BRYAN","333","4,651","5,910",79,"107"
"43511 - CUSTAR","19","278","405",69,"94"
"43515 - DELTA","169","2,418","3,065",79,"108"
"43517 - EDGERTON","78","991","1,411",70,"96"
"43518 - EDON","66","878","1,001",88,"120"
"43521 - FAYETTE","57","780","992",79,"107"
"43522 - GRAND RAPIDS","76","1,091","1,394",78,"107"
"43524 - HAMLER","31","411","552",75,"102"
"43525 - HASKINS","14","216","278",78,"106"
"43527 - HOLGATE","49","651","823",79,"108"
"43528 - HOLLAND","303","4,653","6,076",77,"105"
"43532 - LIBERTY CENTER","83","1,156","1,481",78,"107"
"43533 - LYONS","29","357","475",75,"103"
"43534 - MC CLURE","45","543","616",88,"120"
"43535 - MALINTA","20","241","328",74,"100"
"43536 - MARK CENTER","7","83","105",79,"108"
"43537 - MAUMEE","565","8,022","10,305",78,"106"
"43540 - METAMORA","28","363","511",71,"97"
"43541 - MILTON CENTER","5","69","69",100,"137"
"43542 - MONCLOVA","47","727","947",77,"105"
"43543 - MONTPELIER","187","2,454","3,017",81,"111"
"43545 - NAPOLEON","310","4,125","5,233",79,"108"
"43549 - NEY","27","351","528",67,"91"
"43551 - PERRYSBURG","672","10,742","14,029",77,"105"
"43554 - PIONEER","55","797","1,009",79,"108"
"43556 - SHERWOOD","44","600","743",81,"110"
"43557 - STRYKER","69","891","1,262",71,"96"
"43558 - SWANTON","283","4,148","5,257",79,"108"
"43560 - SYLVANIA","574","8,570","11,226",76,"104"
"43566 - WATERVILLE","143","2,049","2,605",79,"107"
"43567 - WAUSEON","254","3,848","4,998",77,"105"
"43569 - WESTON","63","869","1,097",79,"108"
"43570 - WEST UNITY","82","1,078","1,247",86,"118"
"43571 - WHITEHOUSE","121","1,738","2,385",73,"99"
"43604 - TOLEDO","227","3,104","4,494",69,"94"
"43605 - TOLEDO","593","8,345","11,439",73,"100"
"43606 - TOLEDO","603","8,316","10,905",76,"104"
"43607 - TOLEDO","566","7,734","10,930",71,"97"
"43608 - TOLEDO","348","4,464","6,345",70,"96"
"43609 - TOLEDO","488","6,812","9,747",70,"95"
"43610 - TOLEDO","99","1,306","2,089",63,"85"
"43611 - TOLEDO","474","6,599","8,649",76,"104"
"43612 - TOLEDO","622","8,869","11,646",76,"104"
"43613 - TOLEDO","728","9,818","12,739",77,"105"
"43614 - TOLEDO","677","9,334","11,890",79,"107"
"43615 - TOLEDO","817","12,221","16,219",75,"103"
"43616 - OREGON","454","6,418","7,971",81,"110"
"43617 - TOLEDO","141","1,931","2,554",76,"103"
"43619 - NORTHWOOD","152","2,230","2,887",77,"105"
"43620 - TOLEDO","132","1,587","2,238",71,"97"
"43623 - TOLEDO","463","6,294","8,034",78,"107"
"44802 - ALVADA","27","335","393",85,"116"
"44804 - ARCADIA","27","410","561",73,"100"
"44817 - BLOOMDALE","39","561","607",92,"126"
"44830 - FOSTORIA","423","5,754","7,635",75,"103"
"44836 - GREEN SPRINGS","55","698","850",82,"112"
"44841 - KANSAS","39","472","590",80,"109"
"44844 - MC CUTCHENVILLE","20","276","375",74,"100"
"44853 - NEW RIEGEL","27","366","520",70,"96"
"44867 - REPUBLIC","51","550","725",76,"104"
"44883 - TIFFIN","677","8,755","11,276",78,"106"
"45814 - ARLINGTON","56","858","1,101",78,"106"
"45840 - FINDLAY","1,187","17,938","22,798",79,"107"
"45841 - JENERA","25","313","442",71,"97"
"45867 - MOUNT BLANCHARD","23","324","454",71,"97"
"45872 - NORTH BALTIMORE","82","1,181","1,642",72,"98"
"45881 - RAWSON","33","450","568",79,"108"
"45889 - VAN BUREN","29","441","576",77,"105"
"45890 - VANLUE","12","179","225",80,"109"
"45897 - WILLIAMSTOWN","3","40","40",100,"137"
"49221 - ADRIAN","812","11,761","15,079",78,"106"
"49228 - BLISSFIELD","137","1,702","2,081",82,"112"
"49235 - CLAYTON","49","659","848",78,"106"
"49236 - CLINTON","79","1,108","1,573",70,"96"
"49248 - JASPER","22","274","332",83,"113"
"49253 - MANITOU BEACH","62","827","1,115",74,"101"
"49256 - MORENCI","95","1,216","1,534",79,"108"
"49265 - ONSTED","98","1,395","1,792",78,"106"
"49268 - PALMYRA","24","322","440",73,"100"
"49279 - SAND CREEK","19","261","312",84,"114"
"49286 - TECUMSEH","291","3,840","5,119",75,"102"
"66066 - OSKALOOSA","100","781","1,023",76,"104"
"66070 - OZAWKIE","118","792","1,099",72,"98"
"66073 - PERRY","101","734","1,006",73,"100"
"66097 - WINCHESTER","51","322","393",82,"112"
"66401 - ALMA","96","582","723",81,"110"
"66402 - AUBURN","128","872","1,108",79,"107"
"66403 - AXTELL","40","222","318",70,"95"
"66404 - BAILEYVILLE","32","206","225",92,"125"
"66406 - BEATTIE","18","108","150",72,"98"
"66407 - BELVUE","30","199","261",76,"104"
"66408 - BERN","24","131","188",70,"95"
"66409 - BERRYTON","109","850","1,096",78,"106"
"66411 - BLUE RAPIDS","75","468","555",84,"115"
"66412 - BREMEN","18","101","127",80,"109"
"66413 - BURLINGAME","95","598","726",82,"112"
"66414 - CARBONDALE","138","817","1,118",73,"100"
"66415 - CENTRALIA","49","257","352",73,"100"
"66416 - CIRCLEVILLE","16","111","162",69,"94"
"66417 - CORNING","17","112","171",66,"89"
"66418 - DELIA","14","122","171",71,"97"
"66419 - DENISON","24","126","179",70,"96"
"66422 - EMMETT","21","143","201",71,"97"
"66423 - ESKRIDGE","54","293","367",80,"109"
"66425 - FAIRVIEW","29","183","210",87,"119"
"66427 - FRANKFORT","78","439","523",84,"115"
"66428 - GOFF","18","114","141",81,"110"
"66429 - GRANTVILLE","37","230","289",80,"109"
"66431 - HARVEYVILLE","39","248","314",79,"108"
"66432 - HAVENSVILLE","26","183","214",86,"117"
"66434 - HIAWATHA","266","1,595","1,947",82,"112"
"66438 - HOME","19","112","145",77,"105"
"66440 - HOYT","96","616","758",81,"111"
"66441 - JUNCTION CITY","1,071","6,983","9,739",72,"98"
"66442 - FORT RILEY","420","3,164","4,548",70,"95"
"66449 - LEONARDVILLE","41","229","298",77,"105"
"66451 - LYNDON","80","550","658",84,"114"
"66502 - MANHATTAN","2,143","14,824","20,051",74,"101"
"66503 - MANHATTAN","603","3,494","4,384",80,"109"
"66507 - MAPLE HILL","61","358","446",80,"110"
"66508 - MARYSVILLE","210","1,388","1,718",81,"110"
"66509 - MAYETTA","98","769","1,030",75,"102"
"66510 - MELVERN","40","237","300",79,"108"
"66512 - MERIDEN","149","1,051","1,348",78,"106"
"66514 - MILFORD","66","491","672",73,"100"
"66515 - MORRILL","23","145","165",88,"120"
"66516 - NETAWAKA","25","136","166",82,"112"
"66517 - OGDEN","86","451","592",76,"104"
"66518 - OKETO","14","84","89",94,"129"
"66520 - OLSBURG","29","222","296",75,"102"
"66521 - ONAGA","85","558","681",82,"112"
"66522 - ONEIDA","1","5","5",100,"137"
"66523 - OSAGE CITY","174","1,249","1,583",79,"108"
"66526 - PAXICO","54","320","409",78,"107"
"66527 - POWHATTAN","11","60","86",70,"95"
"66531 - RILEY","61","347","442",79,"107"
"66533 - ROSSVILLE","75","521","708",74,"100"
"66534 - SABETHA","155","1,178","1,448",81,"111"
"66535 - SAINT GEORGE","102","915","1,125",81,"111"
"66536 - SAINT MARYS","137","1,065","1,366",78,"106"
"66537 - SCRANTON","70","456","631",72,"99"
"66538 - SENECA","169","1,125","1,323",85,"116"
"66539 - SILVER LAKE","105","904","1,124",80,"110"
"66540 - SOLDIER","22","152","177",86,"117"
"66541 - SUMMERFIELD","13","71","106",67,"91"
"66542 - TECUMSEH","147","1,019","1,267",80,"110"
"66543 - VASSAR","37","289","367",79,"108"
"66544 - VERMILLION","11","63","79",80,"109"
"66546 - WAKARUSA","47","375","435",86,"118"
"66547 - WAMEGO","319","2,604","3,402",77,"104"
"66548 - WATERVILLE","48","253","386",66,"89"
"66549 - WESTMORELAND","84","656","769",85,"116"
"66550 - WETMORE","34","222","252",88,"120"
"66552 - WHITING","23","122","163",75,"102"
"66554 - RANDOLPH","27","142","188",76,"103"
"66603 - TOPEKA","89","558","803",70,"95"
"66604 - TOPEKA","1,243","8,150","10,564",77,"105"
"66605 - TOPEKA","761","5,529","7,630",73,"99"
"66606 - TOPEKA","597","4,012","5,074",79,"108"
"66607 - TOPEKA","450","3,225","4,391",73,"100"
"66608 - TOPEKA","283","2,121","2,744",77,"106"
"66609 - TOPEKA","315","2,202","2,902",76,"104"
"66610 - TOPEKA","349","2,613","3,255",80,"110"
"66611 - TOPEKA","472","3,294","4,415",75,"102"
"66612 - TOPEKA","136","901","1,293",70,"95"
"66614 - TOPEKA","1,326","10,250","13,111",78,"107"
"66615 - TOPEKA","114","787","1,072",73,"100"
"66616 - TOPEKA","326","2,056","2,647",78,"106"
"66617 - TOPEKA","338","2,524","3,332",76,"103"
"66618 - TOPEKA","334","2,576","3,341",77,"105"
"66619 - TOPEKA","100","770","984",78,"107"
"66801 - EMPORIA","1,388","8,701","11,415",76,"104"
"66830 - ADMIRE","18","103","109",95,"129"
"66833 - ALLEN","32","196","251",78,"107"
"66834 - ALTA VISTA","57","332","394",84,"115"
"66835 - AMERICUS","46","329","497",66,"90"
"66838 - BURDICK","19","112","118",95,"130"
"66839 - BURLINGTON","196","1,282","1,544",83,"113"
"66846 - COUNCIL GROVE","213","1,228","1,479",83,"113"
"66849 - DWIGHT","39","173","213",81,"111"
"66854 - HARTFORD","50","262","325",81,"110"
"66856 - LEBO","82","567","688",82,"113"
"66857 - LE ROY","38","273","385",71,"97"
"66859 - LOST SPRINGS","6","66","70",94,"129"
"66860 - MADISON","39","376","492",76,"104"
"66864 - NEOSHO RAPIDS","24","161","212",76,"104"
"66865 - OLPE","49","320","417",77,"105"
"66868 - READING","33","229","279",82,"112"
"66871 - WAVERLY","62","381","520",73,"100"
"66872 - WHITE CITY","62","362","455",80,"109"
"66873 - WILSEY","15","84","91",92,"126"
"66933 - BARNES","26","117","130",90,"123"
"66937 - CLIFTON","63","301","402",75,"102"
"66938 - CLYDE","56","306","388",79,"108"
"66943 - GREENLEAF","33","143","193",74,"101"
"66944 - HADDAM","12","56","95",59,"80"
"66945 - HANOVER","65","346","421",82,"112"
"66946 - HOLLENBERG","6","29","34",85,"116"
"66948 - JAMESTOWN","35","149","176",85,"116"
"66953 - LINN","38","194","221",88,"120"
"66955 - MAHASKA","9","37","55",67,"92"
"66958 - MORROWVILLE","22","104","118",88,"120"
"66962 - PALMER","18","92","127",72,"99"
"66968 - WASHINGTON","79","487","670",73,"99"
"67410 - ABILENE","240","3,167","4,022",79,"107"
"67417 - AURORA","14","79","106",75,"102"
"67420 - BELOIT","127","1,575","1,949",81,"110"
"67432 - CLAY CENTER","295","1,794","2,345",77,"104"
"67436 - DELPHOS","16","173","236",73,"100"
"67445 - GLASCO","40","217","263",83,"113"
"67447 - GREEN","13","78","110",71,"97"
"67449 - HERINGTON","87","957","1,310",73,"100"
"67458 - LONGFORD","11","79","93",85,"116"
"67466 - MILTONVALE","49","240","283",85,"116"
"67468 - MORGANVILLE","14","86","139",62,"84"
"67487 - WAKEFIELD","70","464","552",84,"115"
"48619 - COMINS","24","192","237",81,"111"
"48621 - FAIRVIEW","59","501","619",81,"110"
"48625 - HARRISON","509","4,850","6,202",78,"107"
"48627 - HIGGINS LAKE","14","127","151",84,"115"
"48629 - HOUGHTON LAKE","334","3,071","3,705",83,"113"
"48636 - LUZERNE","45","356","448",80,"108"
"48647 - MIO","162","1,267","1,635",78,"106"
"48651 - PRUDENVILLE","176","1,673","2,130",79,"107"
"48653 - ROSCOMMON","375","3,470","4,527",77,"105"
"48656 - SAINT HELEN","162","1,481","2,026",73,"100"
"49304 - BALDWIN","156","1,523","2,064",74,"101"
"49332 - MECOSTA","119","933","1,195",78,"107"
"49342 - RODNEY","62","509","627",81,"111"
"49405 - CUSTER","45","509","708",72,"98"
"49410 - FOUNTAIN","69","703","934",75,"103"
"49411 - FREE SOIL","43","466","614",76,"104"
"49431 - LUDINGTON","639","5,710","7,285",78,"107"
"49454 - SCOTTVILLE","122","1,094","1,686",65,"89"
"49601 - CADILLAC","709","6,965","8,830",79,"108"
"49612 - ALDEN","37","352","499",71,"96"
"49613 - ARCADIA","32","289","318",91,"124"
"49614 - BEAR LAKE","101","806","1,000",81,"110"
"49615 - BELLAIRE","169","1,623","1,905",85,"116"
"49616 - BENZONIA","82","806","1,103",73,"100"
"49617 - BEULAH","103","1,037","1,366",76,"104"
"49618 - BOON","13","145","186",78,"106"
"49619 - BRETHREN","41","337","495",68,"93"
"49620 - BUCKLEY","61","664","936",71,"97"
"49621 - CEDAR","108","1,120","1,383",81,"111"
"49622 - CENTRAL LAKE","104","893","1,112",80,"110"
"49623 - CHASE","57","567","706",80,"110"
"49625 - COPEMISH","52","457","626",73,"100"
"49629 - ELK RAPIDS","95","699","857",82,"111"
"49630 - EMPIRE","58","497","532",93,"128"
"49631 - EVART","248","2,083","2,610",80,"109"
"49632 - FALMOUTH","42","352","448",79,"107"
"49633 - FIFE LAKE","178","1,820","2,252",81,"110"
"49634 - FILER CITY","2","14","21",67,"91"
"49635 - FRANKFORT","135","1,227","1,618",76,"104"
"49636 - GLEN ARBOR","25","207","286",72,"99"
"49637 - GRAWN","105","1,098","1,493",74,"100"
"49638 - HARRIETTA","27","276","366",75,"103"
"49639 - HERSEY","76","677","946",72,"98"
"49640 - HONOR","44","465","634",73,"100"
"49642 - IDLEWILD","28","276","378",73,"100"
"49643 - INTERLOCHEN","184","1,980","2,551",78,"106"
"49644 - IRONS","90","798","1,013",79,"108"
"49645 - KALEVA","67","557","730",76,"104"
"49646 - KALKASKA","297","2,725","3,415",80,"109"
"49648 - KEWADIN","85","750","961",78,"107"
"49649 - KINGSLEY","192","2,346","2,991",78,"107"
"49650 - LAKE ANN","82","964","1,212",80,"109"
"49651 - LAKE CITY","261","2,424","3,264",74,"101"
"49653 - LAKE LEELANAU","62","647","792",82,"112"
"49654 - LELAND","37","371","438",85,"116"
"49655 - LEROY","113","850","1,110",77,"105"
"49656 - LUTHER","63","589","730",81,"110"
"49657 - MC BAIN","105","969","1,301",75,"102"
"49659 - MANCELONA","216","2,134","2,786",77,"105"
"49660 - MANISTEE","582","4,796","6,011",80,"109"
"49663 - MANTON","179","1,813","2,330",78,"106"
"49664 - MAPLE CITY","66","708","870",81,"111"
"49665 - MARION","153","1,324","1,661",80,"109"
"49667 - MERRITT","24","183","291",63,"86"
"49668 - MESICK","122","1,268","1,653",77,"105"
"49670 - NORTHPORT","80","776","997",78,"106"
"49675 - ONEKAMA","32","246","364",68,"92"
"49676 - RAPID CITY","118","1,070","1,438",74,"102"
"49679 - SEARS","54","412","503",82,"112"
"49680 - SOUTH BOARDMAN","60","592","792",75,"102"
"49682 - SUTTONS BAY","147","1,466","1,855",79,"108"
"49683 - THOMPSONVILLE","77","748","877",85,"116"
"49684 - TRAVERSE CITY","678","7,358","9,454",78,"106"
"49685 - TRAVERSE CITY","520","6,176","8,101",76,"104"
"49686 - TRAVERSE CITY","776","8,180","10,461",78,"107"
"49688 - TUSTIN","109","924","1,127",82,"112"
"49689 - WELLSTON","71","614","807",76,"104"
"49690 - WILLIAMSBURG","214","2,279","2,822",81,"110"
"49696 - TRAVERSE CITY","228","2,570","3,468",74,"101"
"49701 - MACKINAW CITY","38","350","450",78,"106"
"49705 - AFTON","28","235","333",71,"96"
"49706 - ALANSON","173","1,746","2,141",82,"111"
"49709 - ATLANTA","176","1,420","1,755",81,"110"
"49710 - BARBEAU","21","173","198",87,"119"
"49712 - BOYNE CITY","271","2,425","3,227",75,"103"
"49713 - BOYNE FALLS","82","757","984",77,"105"
"49715 - BRIMLEY","90","799","988",81,"110"
"49716 - BRUTUS","32","287","345",83,"114"
"49718 - CARP LAKE","39","338","396",85,"117"
"49719 - CEDARVILLE","54","460","564",82,"111"
"49720 - CHARLEVOIX","332","3,104","3,965",78,"107"
"49721 - CHEBOYGAN","527","4,683","6,043",78,"106"
"49724 - DAFTER","44","399","466",86,"117"
"49725 - DE TOUR VILLAGE","31","233","345",68,"92"
"49726 - DRUMMOND ISLAND","43","322","416",77,"106"
"49727 - EAST JORDAN","258","2,380","3,056",78,"106"
"49728 - ECKERMAN","39","254","324",78,"107"
"49729 - ELLSWORTH","67","528","689",77,"105"
"49730 - ELMIRA","76","817","1,037",79,"108"
"49733 - FREDERIC","70","684","855",80,"109"
"49735 - GAYLORD","634","6,185","7,869",79,"107"
"49736 - GOETZVILLE","15","131","149",88,"120"
"49738 - GRAYLING","373","3,305","4,147",80,"109"
"49740 - HARBOR SPRINGS","277","2,481","3,103",80,"109"
"49743 - HAWKS","33","267","359",74,"102"
"49745 - HESSEL","45","448","615",73,"99"
"49749 - INDIAN RIVER","157","1,444","1,722",84,"114"
"49751 - JOHANNESBURG","73","676","904",75,"102"
"49752 - KINROSS","32","333","406",82,"112"
"49755 - LEVERING","71","681","932",73,"100"
"49756 - LEWISTON","170","1,346","1,694",80,"108"
"49757 - MACKINAC ISLAND","28","179","211",85,"116"
"49759 - MILLERSBURG","72","570","716",80,"109"
"49760 - MORAN","32","266","323",82,"112"
"49762 - NAUBINWAY","32","293","326",90,"123"
"49765 - ONAWAY","161","1,317","1,781",74,"101"
"49768 - PARADISE","19","129","172",75,"102"
"49769 - PELLSTON","47","470","671",70,"96"
"49770 - PETOSKEY","552","5,567","7,130",78,"107"
"49774 - PICKFORD","62","577","723",80,"109"
"49775 - POINTE AUX PINS","16","40","50",80,"109"
"49777 - PRESQUE ISLE","84","609","729",84,"114"
"49779 - ROGERS CITY","192","1,617","2,038",79,"108"
"49780 - RUDYARD","63","462","673",69,"94"
"49781 - SAINT IGNACE","154","1,313","1,760",75,"102"
"49782 - BEAVER ISLAND","34","284","337",84,"115"
"49783 - SAULT SAINTE MARIE","714","5,959","7,801",76,"104"
"49788 - KINCHELOE","113","1,206","1,594",76,"103"
"49795 - VANDERBILT","59","644","858",75,"102"
"49799 - WOLVERINE","97","978","1,156",85,"115"
"49820 - CURTIS","19","173","227",76,"104"
"49827 - ENGADINE","34","283","356",80,"109"
"49838 - GOULD CITY","20","224","292",77,"105"
"49853 - MC MILLAN","52","444","485",92,"125"
"49868 - NEWBERRY","155","1,429","1,780",80,"110"
"24201 - BRISTOL","444","5,121","6,854",75,"102"
"24202 - BRISTOL","339","4,288","5,285",81,"111"
"24210 - ABINGDON","482","5,783","7,064",82,"112"
"24211 - ABINGDON","285","3,411","4,226",81,"110"
"24216 - APPALACHIA","81","918","1,146",80,"109"
"24217 - BEE","22","163","196",83,"114"
"24219 - BIG STONE GAP","305","3,252","4,168",78,"107"
"24220 - BIRCHLEAF","23","214","265",81,"110"
"24221 - BLACKWATER","37","337","414",81,"111"
"24224 - CASTLEWOOD","205","1,950","2,447",80,"109"
"24225 - CLEVELAND","81","721","904",80,"109"
"24226 - CLINCHCO","57","570","696",82,"112"
"24228 - CLINTWOOD","209","1,925","2,555",75,"103"
"24230 - COEBURN","268","2,806","3,583",78,"107"
"24236 - DAMASCUS","91","1,054","1,389",76,"104"
"24237 - DANTE","44","342","424",81,"110"
"24239 - DAVENPORT","12","100","119",84,"115"
"24243 - DRYDEN","87","748","864",87,"118"
"24244 - DUFFIELD","185","1,871","2,318",81,"110"
"24245 - DUNGANNON","32","289","407",71,"97"
"24248 - EWING","81","753","1,033",73,"100"
"24250 - FORT BLACKMORE","31","337","414",81,"111"
"24251 - GATE CITY","273","2,664","3,477",77,"105"
"24256 - HAYSI","113","1,113","1,398",80,"109"
"24258 - HILTONS","43","478","612",78,"107"
"24260 - HONAKER","188","1,727","2,216",78,"106"
"24263 - JONESVILLE","179","1,732","2,271",76,"104"
"24265 - KEOKEE","32","225","336",67,"91"
"24266 - LEBANON","279","2,738","3,393",81,"110"
"24269 - MC CLURE","6","54","59",92,"125"
"24270 - MENDOTA","18","218","266",82,"112"
"24271 - NICKELSVILLE","81","907","1,111",82,"111"
"24272 - NORA","27","271","328",83,"113"
"24273 - NORTON","199","1,901","2,454",78,"106"
"24277 - PENNINGTON GAP","218","2,177","2,962",74,"100"
"24279 - POUND","135","1,300","1,750",74,"101"
"24280 - ROSEDALE","27","283","383",74,"101"
"24281 - ROSE HILL","81","705","857",82,"112"
"24282 - SAINT CHARLES","28","204","253",81,"110"
"24283 - SAINT PAUL","103","978","1,160",84,"115"
"24290 - WEBER CITY","65","639","879",73,"99"
"24293 - WISE","259","3,029","3,935",77,"105"
"24311 - ATKINS","60","534","691",77,"106"
"24319 - CHILHOWIE","202","2,190","2,758",79,"108"
"24340 - GLADE SPRING","145","1,735","2,209",79,"107"
"24354 - MARION","438","4,430","5,733",77,"105"
"24361 - MEADOWVIEW","168","1,984","2,398",83,"113"
"24370 - SALTVILLE","190","1,959","2,631",75,"102"
"24375 - SUGAR GROVE","54","599","743",81,"110"
"24603 - BIG ROCK","48","385","495",78,"106"
"24614 - GRUNDY","252","2,232","3,001",74,"102"
"24620 - HURLEY","86","750","977",77,"105"
"24631 - OAKWOOD","66","693","923",75,"103"
"24634 - PILGRIMS KNOB","20","184","235",78,"107"
"24646 - ROWE","35","344","411",84,"114"
"24649 - SWORDS CREEK","63","670","968",69,"94"
