STUDY NAME: Fall 2020 SimmonsLOCAL,,,,,
STUDY WEIGHT TYPE: Household,,,,,
BASE: Study Universe,,,,,
TARGET: MEAT ALTERNATIVES - HH USES?: NO,,,,,
,,,,,
Geographies,Target Sample,Target Weighted,Base Weighted,Horizontal %,Index
"63631 - CALEDONIA","10","314","434",72,"99"
"63637 - DOE RUN","7","264","402",66,"90"
"63648 - IRONDALE","17","484","705",69,"94"
"63653 - LEADWOOD","11","368","428",86,"117"
"63656 - MIDDLE BROOK","5","171","229",75,"102"
"63660 - MINERAL POINT","29","1,007","1,408",72,"98"
"63664 - POTOSI","70","2,460","3,331",74,"101"
"63670 - SAINTE GENEVIEVE","105","3,354","4,288",78,"107"
"65066 - OWENSVILLE","46","1,763","2,483",71,"97"
"65436 - BEULAH","1","28","83",34,"46"
"65439 - BIXBY","2","52","52",100,"137"
"65441 - BOURBON","47","1,841","2,179",85,"115"
"65446 - CHERRYVILLE","7","198","229",87,"118"
"65449 - COOK STA","3","78","78",100,"137"
"65453 - CUBA","82","2,787","3,596",78,"106"
"65456 - DAVISVILLE","5","137","168",82,"111"
"65529 - JEROME","4","102","102",100,"137"
"65535 - LEASBURG","12","518","587",88,"120"
"65565 - STEELVILLE","50","1,589","2,073",77,"105"
"65566 - VIBURNUM","10","324","422",77,"105"
"13021 - AUBURN","1,058","11,960","16,152",74,"101"
"13026 - AURORA","55","577","717",81,"110"
"13027 - BALDWINSVILLE","724","9,331","12,485",75,"102"
"13028 - BERNHARDS BAY","32","418","494",85,"116"
"13029 - BREWERTON","150","2,079","2,658",78,"107"
"13030 - BRIDGEPORT","93","1,191","1,551",77,"105"
"13031 - CAMILLUS","361","4,603","6,215",74,"101"
"13032 - CANASTOTA","328","3,847","5,111",75,"103"
"13033 - CATO","111","1,207","1,495",81,"110"
"13034 - CAYUGA","51","490","702",70,"95"
"13035 - CAZENOVIA","176","2,152","2,947",73,"100"
"13036 - CENTRAL SQUARE","181","2,287","3,187",72,"98"
"13037 - CHITTENANGO","194","2,214","3,030",73,"100"
"13039 - CICERO","395","4,906","6,521",75,"103"
"13041 - CLAY","227","2,549","3,572",71,"97"
"13042 - CLEVELAND","118","791","1,067",74,"101"
"13044 - CONSTANTIA","49","669","965",69,"95"
"13045 - CORTLAND","755","8,534","11,610",74,"100"
"13053 - DRYDEN","104","1,277","1,935",66,"90"
"13057 - EAST SYRACUSE","353","4,707","6,243",75,"103"
"13060 - ELBRIDGE","61","786","1,112",71,"96"
"13061 - ERIEVILLE","16","220","349",63,"86"
"13063 - FABIUS","43","515","714",72,"98"
"13066 - FAYETTEVILLE","298","3,356","4,511",74,"102"
"13068 - FREEVILLE","136","1,604","2,063",78,"106"
"13069 - FULTON","551","7,032","9,592",73,"100"
"13071 - GENOA","25","294","358",82,"112"
"13073 - GROTON","154","1,946","2,369",82,"112"
"13074 - HANNIBAL","102","1,297","1,668",78,"106"
"13076 - HASTINGS","35","527","736",72,"98"
"13077 - HOMER","192","1,822","2,311",79,"108"
"13078 - JAMESVILLE","214","2,668","3,627",74,"100"
"13080 - JORDAN","82","1,033","1,408",73,"100"
"13081 - KING FERRY","33","355","451",79,"107"
"13082 - KIRKVILLE","104","1,365","1,767",77,"105"
"13083 - LACONA","47","532","648",82,"112"
"13084 - LA FAYETTE","117","1,530","1,886",81,"111"
"13088 - LIVERPOOL","572","7,390","9,557",77,"106"
"13090 - LIVERPOOL","628","8,128","11,353",72,"98"
"13092 - LOCKE","59","665","914",73,"99"
"13101 - MC GRAW","61","666","861",77,"106"
"13103 - MALLORY","8","93","119",78,"107"
"13104 - MANLIUS","322","3,948","5,302",75,"102"
"13108 - MARCELLUS","149","1,798","2,262",80,"109"
"13110 - MARIETTA","60","782","995",79,"107"
"13111 - MARTVILLE","38","445","624",71,"97"
"13112 - MEMPHIS","44","552","730",76,"103"
"13114 - MEXICO","124","1,621","2,142",76,"103"
"13116 - MINOA","79","1,106","1,437",77,"105"
"13118 - MORAVIA","139","1,673","2,526",66,"90"
"13120 - NEDROW","66","686","870",79,"108"
"13122 - NEW WOODSTOCK","26","286","405",71,"96"
"13126 - OSWEGO","842","10,983","14,665",75,"102"
"13131 - PARISH","88","1,149","1,575",73,"100"
"13132 - PENNELLVILLE","81","942","1,367",69,"94"
"13135 - PHOENIX","128","1,605","2,375",68,"92"
"13140 - PORT BYRON","114","1,256","1,677",75,"102"
"13141 - PREBLE","20","209","287",73,"99"
"13142 - PULASKI","153","2,092","2,597",81,"110"
"13144 - RICHLAND","31","339","487",70,"95"
"13145 - SANDY CREEK","48","549","708",78,"106"
"13147 - SCIPIO CENTER","33","333","454",73,"100"
"13152 - SKANEATELES","210","2,593","3,177",82,"111"
"13158 - TRUXTON","41","382","491",78,"106"
"13159 - TULLY","132","1,488","1,880",79,"108"
"13160 - UNION SPRINGS","50","552","787",70,"96"
"13164 - WARNERS","54","640","899",71,"97"
"13165 - WATERLOO","275","2,891","3,778",77,"104"
"13166 - WEEDSPORT","120","1,490","2,105",71,"97"
"13167 - WEST MONROE","76","833","1,138",73,"100"
"13202 - SYRACUSE","116","1,585","2,315",69,"93"
"13203 - SYRACUSE","363","4,991","7,101",70,"96"
"13204 - SYRACUSE","452","5,718","8,617",66,"91"
"13205 - SYRACUSE","426","5,432","8,343",65,"89"
"13206 - SYRACUSE","424","5,039","7,108",71,"97"
"13207 - SYRACUSE","331","3,800","5,399",70,"96"
"13208 - SYRACUSE","489","6,451","9,595",67,"92"
"13209 - SYRACUSE","337","4,040","5,366",75,"103"
"13210 - SYRACUSE","649","10,084","14,301",71,"96"
"13211 - SYRACUSE","148","2,029","2,794",73,"99"
"13212 - SYRACUSE","506","6,421","8,452",76,"104"
"13214 - SYRACUSE","220","2,738","3,712",74,"101"
"13215 - SYRACUSE","369","4,321","5,796",75,"102"
"13219 - SYRACUSE","379","4,783","6,338",76,"103"
"13224 - SYRACUSE","204","2,454","3,575",69,"94"
"13302 - ALTMAR","49","493","604",82,"111"
"13310 - BOUCKVILLE","21","305","401",76,"104"
"13314 - BROOKFIELD","6","69","99",70,"95"
"13316 - CAMDEN","351","1,990","2,532",79,"107"
"13334 - EATON","26","384","565",68,"93"
"13346 - HAMILTON","164","2,250","2,951",76,"104"
"13355 - HUBBARDSVILLE","19","254","340",75,"102"
"13402 - MADISON","32","438","520",84,"115"
"13408 - MORRISVILLE","71","1,068","1,281",83,"114"
"13409 - MUNNSVILLE","60","816","1,052",78,"106"
"13418 - NORTH BROOKFIELD","2","23","56",41,"56"
"13421 - ONEIDA","353","3,828","5,341",72,"98"
"13425 - ORISKANY FALLS","96","548","791",69,"95"
"13437 - REDFIELD","13","114","172",66,"90"
"13480 - WATERVILLE","200","1,039","1,312",79,"108"
"13491 - WEST WINFIELD","196","959","1,334",72,"98"
"13493 - WILLIAMSTOWN","35","399","686",58,"79"
"13661 - MANNSVILLE","136","476","663",72,"98"
"13863 - WILLET","15","139","197",71,"96"
"14521 - OVID","89","978","1,285",76,"104"
"14541 - ROMULUS","101","1,188","1,671",71,"97"
"14847 - INTERLAKEN","65","627","875",72,"98"
"14850 - ITHACA","1,433","19,445","26,259",74,"101"
"14853 - ITHACA","113","1,747","2,554",68,"93"
"14860 - LODI","31","288","373",77,"105"
"14867 - NEWFIELD","119","1,438","1,873",77,"105"
"14881 - SLATERVILLE SPRINGS","7","87","129",67,"92"
"14882 - LANSING","80","936","1,242",75,"103"
"31601 - VALDOSTA","824","9,359","14,390",65,"89"
"31602 - VALDOSTA","984","10,390","14,543",71,"98"
"31605 - VALDOSTA","537","5,483","7,553",73,"99"
"31606 - VALDOSTA","118","1,148","1,421",81,"110"
"31625 - BARNEY","45","347","428",81,"111"
"31626 - BOSTON","118","1,073","1,572",68,"93"
"31629 - DIXIE","36","299","376",80,"109"
"31630 - DU PONT","11","99","134",74,"101"
"31631 - FARGO","25","179","213",84,"115"
"31634 - HOMERVILLE","177","1,522","2,264",67,"92"
"31636 - LAKE PARK","260","2,727","3,932",69,"95"
"31638 - MORVEN","32","275","369",75,"102"
"31641 - NAYLOR","73","594","818",73,"99"
"31643 - QUITMAN","269","2,304","3,489",66,"90"
"31648 - STATENVILLE","29","303","342",89,"121"
"31649 - STOCKTON","27","221","319",69,"95"
"31757 - THOMASVILLE","256","2,843","3,851",74,"101"
"31792 - THOMASVILLE","688","6,486","9,711",67,"91"
"32052 - JASPER","269","2,198","3,042",72,"99"
"32053 - JENNINGS","91","727","1,070",68,"93"
"32059 - LEE","80","670","863",78,"106"
"32060 - LIVE OAK","580","6,372","8,231",77,"106"
"32062 - MC ALPIN","73","852","1,016",84,"114"
"32064 - LIVE OAK","238","2,139","2,875",74,"102"
"32066 - MAYO","217","1,717","2,357",73,"99"
"32071 - O BRIEN","100","1,135","1,467",77,"106"
"32301 - TALLAHASSEE","819","9,070","12,956",70,"96"
"32303 - TALLAHASSEE","1,452","15,575","20,991",74,"101"
"32304 - TALLAHASSEE","1,256","16,682","24,324",69,"94"
"32305 - TALLAHASSEE","537","5,895","8,504",69,"95"
"32308 - TALLAHASSEE","704","7,367","9,154",81,"110"
"32309 - TALLAHASSEE","871","9,401","12,093",78,"106"
"32310 - TALLAHASSEE","500","5,494","7,849",70,"96"
"32311 - TALLAHASSEE","460","5,363","7,157",75,"102"
"32312 - TALLAHASSEE","904","9,524","12,015",79,"108"
"32317 - TALLAHASSEE","372","4,310","5,342",81,"110"
"32324 - CHATTAHOOCHEE","155","1,585","2,297",69,"94"
"32327 - CRAWFORDVILLE","685","7,927","10,327",77,"105"
"32331 - GREENVILLE","150","1,079","1,488",73,"99"
"32332 - GRETNA","52","480","721",67,"91"
"32333 - HAVANA","323","3,252","4,501",72,"99"
"32336 - LAMONT","45","356","466",76,"104"
"32340 - MADISON","329","2,893","4,152",70,"95"
"32343 - MIDWAY","61","659","897",74,"100"
"32344 - MONTICELLO","382","3,646","5,122",71,"97"
"32347 - PERRY","294","2,143","2,853",75,"103"
"32348 - PERRY","393","3,458","4,454",78,"106"
"32350 - PINETTA","54","444","557",80,"109"
"32351 - QUINCY","490","4,961","7,331",68,"92"
"32352 - QUINCY","189","1,646","2,399",69,"94"
"39815 - ATTAPULGUS","52","450","618",73,"99"
"39817 - BAINBRIDGE","300","2,766","3,911",71,"97"
"39819 - BAINBRIDGE","322","2,767","3,852",72,"98"
"39825 - BRINSON","43","409","533",77,"105"
"39827 - CAIRO","121","1,304","1,674",78,"106"
"39828 - CAIRO","399","3,794","5,474",69,"95"
"39834 - CLIMAX","67","570","879",65,"89"
"39859 - IRON CITY","37","314","456",69,"94"
"39897 - WHIGHAM","112","1,005","1,271",79,"108"
"33510 - BRANDON","174","8,891","12,061",74,"101"
"33511 - BRANDON","319","16,450","23,574",70,"95"
"33523 - DADE CITY","127","6,383","8,774",73,"99"
"33525 - DADE CITY","117","5,990","7,940",75,"103"
"33527 - DOVER","90","4,607","6,878",67,"91"
"33534 - GIBSONTON","68","4,041","5,540",73,"100"
"33540 - ZEPHYRHILLS","76","3,843","4,703",82,"112"
"33541 - ZEPHYRHILLS","157","8,862","10,993",81,"110"
"33542 - ZEPHYRHILLS","184","9,191","11,588",79,"108"
"33543 - WESLEY CHAPEL","145","7,004","9,136",77,"105"
"33544 - WESLEY CHAPEL","123","6,673","9,059",74,"101"
"33545 - WESLEY CHAPEL","74","3,665","5,267",70,"95"
"33547 - LITHIA","91","4,667","7,050",66,"90"
"33548 - LUTZ","46","2,265","2,801",81,"110"
"33549 - LUTZ","100","5,006","7,254",69,"94"
"33556 - ODESSA","158","7,062","8,498",83,"113"
"33558 - LUTZ","125","6,323","8,709",73,"99"
"33559 - LUTZ","84","5,012","6,606",76,"104"
"33563 - PLANT CITY","151","7,975","11,437",70,"95"
"33565 - PLANT CITY","126","6,387","8,206",78,"106"
"33566 - PLANT CITY","126","6,423","8,878",72,"99"
"33567 - PLANT CITY","55","2,786","4,724",59,"81"
"33569 - RIVERVIEW","119","6,585","9,421",70,"95"
"33570 - RUSKIN","118","6,256","9,039",69,"94"
"33572 - APOLLO BEACH","97","5,329","6,422",83,"113"
"33573 - SUN CITY CENTER","168","9,140","11,798",78,"106"
"33576 - SAN ANTONIO","38","2,083","2,568",81,"111"
"33578 - RIVERVIEW","204","11,542","16,408",70,"96"
"33579 - RIVERVIEW","111","7,025","9,652",73,"99"
"33584 - SEFFNER","154","7,876","11,315",70,"95"
"33592 - THONOTOSASSA","81","3,890","5,202",75,"102"
"33594 - VALRICO","193","10,028","13,518",74,"101"
"33596 - VALRICO","180","8,424","11,565",73,"99"
"33598 - WIMAUMA","73","3,782","5,429",70,"95"
"33602 - TAMPA","102","4,202","5,670",74,"101"
"33603 - TAMPA","136","5,512","8,881",62,"85"
"33604 - TAMPA","252","12,148","17,500",69,"95"
"33605 - TAMPA","149","6,565","9,329",70,"96"
"33606 - TAMPA","152","6,788","9,510",71,"97"
"33607 - TAMPA","172","7,691","11,272",68,"93"
"33609 - TAMPA","140","5,108","7,413",69,"94"
"33610 - TAMPA","242","11,862","18,512",64,"87"
"33611 - TAMPA","274","11,088","14,389",77,"105"
"33612 - TAMPA","342","17,733","24,885",71,"97"
"33613 - TAMPA","238","13,507","18,073",75,"102"
"33614 - TAMPA","299","16,118","23,938",67,"92"
"33615 - TAMPA","281","14,359","20,811",69,"94"
"33616 - TAMPA","92","4,220","6,254",68,"92"
"33617 - TAMPA","264","13,555","20,915",65,"88"
"33618 - TAMPA","184","9,319","12,409",75,"103"
"33619 - TAMPA","213","11,168","16,848",66,"90"
"33621 - TAMPA","8","356","592",60,"82"
"33624 - TAMPA","245","12,028","16,529",73,"99"
"33625 - TAMPA","134","6,968","10,696",65,"89"
"33626 - TAMPA","152","8,034","10,770",75,"102"
"33629 - TAMPA","219","7,614","10,016",76,"104"
"33634 - TAMPA","134","6,720","9,434",71,"97"
"33635 - TAMPA","104","5,293","7,199",74,"100"
"33637 - TAMPA","103","5,899","7,927",74,"102"
"33647 - TAMPA","351","15,978","21,368",75,"102"
"33701 - SAINT PETERSBURG","118","5,655","8,016",71,"96"
"33702 - SAINT PETERSBURG","224","11,036","14,321",77,"105"
"33703 - SAINT PETERSBURG","177","8,230","10,643",77,"106"
"33704 - SAINT PETERSBURG","120","5,099","7,279",70,"96"
"33705 - SAINT PETERSBURG","201","8,614","12,330",70,"95"
"33706 - SAINT PETERSBURG","149","6,049","7,702",79,"107"
"33707 - SAINT PETERSBURG","229","9,514","12,452",76,"104"
"33708 - SAINT PETERSBURG","135","6,098","7,923",77,"105"
"33709 - SAINT PETERSBURG","170","8,835","12,368",71,"98"
"33710 - SAINT PETERSBURG","233","10,681","15,250",70,"96"
"33711 - SAINT PETERSBURG","130","5,587","9,115",61,"84"
"33712 - SAINT PETERSBURG","160","7,195","10,828",66,"91"
"33713 - SAINT PETERSBURG","230","10,267","14,641",70,"96"
"33714 - SAINT PETERSBURG","134","6,500","9,937",65,"89"
"33715 - SAINT PETERSBURG","78","2,964","3,593",83,"113"
"33716 - SAINT PETERSBURG","96","5,291","7,321",72,"99"
"33755 - CLEARWATER","178","8,515","12,674",67,"92"
"33756 - CLEARWATER","222","10,640","14,657",73,"99"
"33759 - CLEARWATER","126","6,421","9,031",71,"97"
"33760 - CLEARWATER","90","4,891","7,238",68,"92"
"33761 - CLEARWATER","123","6,487","8,677",75,"102"
"33762 - CLEARWATER","40","1,873","2,531",74,"101"
"33763 - CLEARWATER","158","7,629","9,458",81,"110"
"33764 - CLEARWATER","198","9,473","12,816",74,"101"
"33765 - CLEARWATER","105","5,096","6,488",79,"107"
"33767 - CLEARWATER BEACH","75","3,051","3,791",81,"110"
"33770 - LARGO","171","8,911","12,829",70,"95"
"33771 - LARGO","201","11,330","14,884",76,"104"
"33772 - SEMINOLE","171","8,299","11,111",75,"102"
"33773 - LARGO","112","5,618","8,252",68,"93"
"33774 - LARGO","130","6,322","8,753",72,"99"
"33776 - SEMINOLE","88","4,309","5,891",73,"100"
"33777 - SEMINOLE","112","5,867","7,760",76,"103"
"33778 - LARGO","99","5,014","7,089",71,"97"
"33781 - PINELLAS PARK","194","10,092","12,298",82,"112"
"33782 - PINELLAS PARK","130","7,287","10,091",72,"99"
"33785 - INDIAN ROCKS BEACH","56","1,991","2,736",73,"99"
"33786 - BELLEAIR BEACH","12","574","761",75,"103"
"33801 - LAKELAND","200","10,750","16,293",66,"90"
"33803 - LAKELAND","183","8,840","12,490",71,"97"
"33805 - LAKELAND","132","6,633","10,826",61,"84"
"33809 - LAKELAND","190","10,087","13,141",77,"105"
"33810 - LAKELAND","252","14,620","20,344",72,"98"
"33811 - LAKELAND","114","6,204","9,225",67,"92"
"33812 - LAKELAND","70","3,834","5,271",73,"99"
"33813 - LAKELAND","199","10,118","12,960",78,"107"
"33815 - LAKELAND","86","4,505","6,977",65,"88"
"33823 - AUBURNDALE","184","9,746","13,010",75,"102"
"33825 - AVON PARK","170","7,820","10,349",76,"103"
"33827 - BABSON PARK","16","815","1,272",64,"87"
"33830 - BARTOW","176","8,789","12,007",73,"100"
"33834 - BOWLING GREEN","43","1,578","2,189",72,"98"
"33837 - DAVENPORT","110","6,343","8,938",71,"97"
"33838 - DUNDEE","27","1,278","1,895",67,"92"
"33839 - EAGLE LAKE","17","981","1,441",68,"93"
"33841 - FORT MEADE","56","2,790","3,781",74,"101"
"33843 - FROSTPROOF","92","4,609","6,282",73,"100"
"33844 - HAINES CITY","179","9,995","15,273",65,"89"
"33849 - KATHLEEN","7","270","356",76,"104"
"33850 - LAKE ALFRED","48","2,377","3,391",70,"96"
"33852 - LAKE PLACID","154","7,189","10,213",70,"96"
"33853 - LAKE WALES","62","3,408","5,077",67,"92"
"33857 - LORIDA","14","530","815",65,"89"
"33859 - LAKE WALES","75","4,357","5,206",84,"114"
"33860 - MULBERRY","120","6,385","9,132",70,"95"
"33865 - ONA","6","227","348",65,"89"
"33867 - RIVER RANCH","4","226","278",81,"111"
"33868 - POLK CITY","78","4,378","5,467",80,"109"
"33870 - SEBRING","189","8,638","11,498",75,"103"
"33872 - SEBRING","88","4,767","5,843",82,"111"
"33873 - WAUCHULA","100","3,443","4,515",76,"104"
"33875 - SEBRING","68","2,966","4,347",68,"93"
"33876 - SEBRING","36","1,697","2,193",77,"106"
"33880 - WINTER HAVEN","217","11,499","16,053",72,"98"
"33881 - WINTER HAVEN","213","11,431","14,783",77,"106"
"33884 - WINTER HAVEN","182","10,110","13,250",76,"104"
"33890 - ZOLFO SPRINGS","38","1,329","1,699",78,"107"
"33897 - DAVENPORT","85","5,186","7,194",72,"98"
"33898 - LAKE WALES","127","6,114","8,116",75,"103"
"33960 - VENUS","9","423","474",89,"122"
"34201 - BRADENTON","22","1,443","2,048",71,"96"
"34202 - BRADENTON","103","6,686","9,219",73,"99"
"34203 - BRADENTON","223","13,633","17,895",76,"104"
"34205 - BRADENTON","220","11,859","16,210",73,"100"
"34207 - BRADENTON","228","13,172","17,113",77,"105"
"34208 - BRADENTON","215","12,530","16,804",75,"102"
"34209 - BRADENTON","246","13,532","17,429",78,"106"
"34210 - BRADENTON","115","6,894","9,248",75,"102"
"34211 - BRADENTON","24","1,448","1,645",88,"120"
"34212 - BRADENTON","82","5,330","6,630",80,"110"
"34215 - CORTEZ","6","340","540",63,"86"
"34217 - BRADENTON BEACH","72","3,346","3,843",87,"119"
"34219 - PARRISH","100","6,469","8,443",77,"105"
"34221 - PALMETTO","253","15,538","21,412",73,"99"
"34222 - ELLENTON","94","5,579","7,024",79,"108"
"34228 - LONGBOAT KEY","72","3,046","3,929",78,"106"
"34229 - OSPREY","54","3,195","3,637",88,"120"
"34231 - SARASOTA","245","13,357","17,261",77,"106"
"34232 - SARASOTA","222","12,158","15,833",77,"105"
"34233 - SARASOTA","113","6,497","8,588",76,"103"
"34234 - SARASOTA","138","7,763","11,740",66,"90"
"34235 - SARASOTA","95","5,052","6,888",73,"100"
"34236 - SARASOTA","106","5,323","7,189",74,"101"
"34237 - SARASOTA","99","5,763","8,722",66,"90"
"34238 - SARASOTA","129","7,334","9,368",78,"107"
"34239 - SARASOTA","127","6,315","8,003",79,"108"
"34240 - SARASOTA","63","3,914","4,920",80,"109"
"34241 - SARASOTA","83","4,854","6,186",79,"107"
"34242 - SARASOTA","90","3,619","4,630",78,"107"
"34243 - SARASOTA","182","11,063","14,750",75,"102"
"34251 - MYAKKA CITY","37","2,143","2,661",81,"110"
"34275 - NOKOMIS","130","7,400","9,773",76,"103"
"34285 - VENICE","172","8,210","10,669",77,"105"
"34286 - NORTH PORT","83","5,983","8,114",74,"101"
"34287 - NORTH PORT","161","9,469","12,535",76,"103"
"34288 - NORTH PORT","49","3,840","4,683",82,"112"
"34289 - NORTH PORT","11","871","1,072",81,"111"
"34291 - NORTH PORT","40","2,775","3,406",82,"111"
"34292 - VENICE","102","6,232","7,531",83,"113"
"34293 - VENICE","253","14,108","18,071",78,"107"
"34428 - CRYSTAL RIVER","57","2,745","4,353",63,"86"
"34429 - CRYSTAL RIVER","74","3,415","4,408",78,"106"
"34433 - DUNNELLON","35","1,817","2,837",64,"87"
"34434 - DUNNELLON","42","2,561","3,917",65,"89"
"34436 - FLORAL CITY","66","3,402","4,032",84,"115"
"34442 - HERNANDO","112","5,602","7,153",78,"107"
"34446 - HOMOSASSA","112","6,105","8,145",75,"102"
"34448 - HOMOSASSA","78","3,988","5,028",79,"108"
"34450 - INVERNESS","88","4,344","5,280",82,"112"
"34452 - INVERNESS","73","3,835","5,528",69,"95"
"34453 - INVERNESS","74","3,976","4,764",84,"114"
"34461 - LECANTO","68","3,515","4,316",81,"111"
"34465 - BEVERLY HILLS","113","6,315","7,881",80,"109"
"34601 - BROOKSVILLE","172","8,047","10,797",75,"102"
"34602 - BROOKSVILLE","44","2,231","2,882",77,"106"
"34604 - BROOKSVILLE","58","2,693","4,397",61,"84"
"34606 - SPRING HILL","201","9,819","12,631",78,"106"
"34607 - SPRING HILL","59","3,036","3,815",80,"109"
"34608 - SPRING HILL","203","10,612","14,640",73,"99"
"34609 - SPRING HILL","227","12,110","16,344",74,"101"
"34610 - SPRING HILL","96","5,471","6,305",87,"118"
"34613 - BROOKSVILLE","119","7,015","9,250",76,"104"
"34614 - BROOKSVILLE","36","1,864","2,830",66,"90"
"34637 - LAND O LAKES","42","2,081","2,564",81,"111"
"34638 - LAND O LAKES","117","5,721","7,575",76,"103"
"34639 - LAND O LAKES","153","7,751","10,016",77,"106"
"34652 - NEW PORT RICHEY","184","10,165","13,422",76,"103"
"34653 - NEW PORT RICHEY","201","11,423","15,598",73,"100"
"34654 - NEW PORT RICHEY","147","8,030","10,632",76,"103"
"34655 - NEW PORT RICHEY","248","13,638","17,378",79,"107"
"34667 - HUDSON","248","13,041","17,590",74,"101"
"34668 - PORT RICHEY","311","17,345","22,799",76,"104"
"34669 - HUDSON","83","4,482","6,112",73,"100"
"34677 - OLDSMAR","131","6,643","9,230",72,"98"
"34683 - PALM HARBOR","235","11,202","14,738",76,"104"
"34684 - PALM HARBOR","195","9,946","12,733",78,"107"
"34685 - PALM HARBOR","113","5,510","7,116",77,"106"
"34688 - TARPON SPRINGS","58","2,634","3,295",80,"109"
"34689 - TARPON SPRINGS","178","9,025","12,123",74,"102"
"34690 - HOLIDAY","95","5,228","7,158",73,"100"
"34691 - HOLIDAY","146","7,795","11,001",71,"97"
"34695 - SAFETY HARBOR","118","5,703","7,977",72,"98"
"34698 - DUNEDIN","289","14,488","19,030",76,"104"
"47424 - BLOOMFIELD","499","2,877","3,781",76,"104"
"47438 - JASONVILLE","241","1,340","1,745",77,"105"
"47441 - LINTON","509","2,790","3,716",75,"103"
"47443 - LYONS","83","412","518",80,"109"
"47449 - NEWBERRY","40","204","246",83,"113"
"47453 - OWENSBURG","22","136","163",83,"114"
"47457 - SCOTLAND","3","15","21",71,"98"
"47465 - SWITZ CITY","46","230","288",80,"109"
"47501 - WASHINGTON","979","5,604","7,114",79,"108"
"47512 - BICKNELL","258","1,187","1,546",77,"105"
"47516 - BRUCEVILLE","78","388","523",74,"101"
"47519 - CANNELBURG","32","173","212",82,"111"
"47522 - CRANE","23","127","169",75,"103"
"47524 - DECKER","34","172","220",78,"107"
"47528 - EDWARDSPORT","70","334","432",77,"106"
"47529 - ELNORA","60","309","424",73,"99"
"47553 - LOOGOOTEE","416","2,395","3,020",79,"108"
"47557 - MONROE CITY","82","385","496",78,"106"
"47558 - MONTGOMERY","176","1,082","1,393",78,"106"
"47561 - OAKTOWN","100","502","647",78,"106"
"47562 - ODON","236","1,378","1,772",78,"106"
"47568 - PLAINVILLE","49","237","300",79,"108"
"47573 - RAGSDALE","4","18","30",60,"82"
"47578 - SANDBORN","58","259","322",80,"110"
"47581 - SHOALS","202","1,252","1,547",81,"110"
"47591 - VINCENNES","1,480","8,025","10,763",75,"102"
"47597 - WHEATLAND","55","268","335",80,"109"
"47802 - TERRE HAUTE","1,674","9,730","13,133",74,"101"
"47803 - TERRE HAUTE","1,098","5,842","7,718",76,"103"
"47804 - TERRE HAUTE","564","3,222","4,394",73,"100"
"47805 - TERRE HAUTE","615","3,655","5,001",73,"100"
"47807 - TERRE HAUTE","814","4,598","6,637",69,"95"
"47832 - BLOOMINGDALE","53","249","337",74,"101"
"47837 - CARBON","72","353","435",81,"111"
"47838 - CARLISLE","202","1,109","1,467",76,"103"
"47840 - CENTERPOINT","81","385","470",82,"112"
"47841 - CLAY CITY","135","680","878",77,"106"
"47842 - CLINTON","609","3,189","4,142",77,"105"
"47846 - CORY","38","199","234",85,"116"
"47847 - DANA","90","499","634",79,"107"
"47848 - DUGGER","93","487","637",77,"104"
"47849 - FAIRBANKS","26","119","148",80,"110"
"47850 - FARMERSBURG","138","645","886",73,"99"
"47854 - HILLSDALE","45","255","325",79,"107"
"47858 - LEWIS","27","166","244",68,"93"
"47859 - MARSHALL","48","233","301",77,"106"
"47860 - MECCA","10","34","54",63,"86"
"47861 - MEROM","26","118","222",53,"73"
"47862 - MONTEZUMA","90","361","460",79,"107"
"47866 - PIMENTO","26","132","171",77,"105"
"47872 - ROCKVILLE","501","2,539","3,402",75,"102"
"47874 - ROSEDALE","196","1,001","1,316",76,"104"
"47879 - SHELBURN","179","940","1,209",78,"106"
"47882 - SULLIVAN","488","2,350","3,034",78,"106"
"47885 - WEST TERRE HAUTE","550","2,773","3,696",75,"102"
"47928 - CAYUGA","127","655","796",82,"112"
"47974 - PERRYSVILLE","78","401","487",82,"112"
"62413 - ANNAPOLIS","31","142","201",71,"96"
"62417 - BRIDGEPORT","153","692","929",75,"102"
"62419 - CALHOUN","27","159","215",74,"101"
"62421 - CLAREMONT","40","213","254",84,"114"
"62425 - DUNDAS","37","183","272",67,"92"
"62427 - FLAT ROCK","120","530","725",73,"100"
"62432 - HIDALGO","38","164","215",76,"104"
"62433 - HUTSONVILLE","72","350","413",85,"116"
"62439 - LAWRENCEVILLE","418","1,784","2,266",79,"107"
"62442 - MARTINSVILLE","147","771","960",80,"110"
"62449 - OBLONG","178","943","1,167",81,"110"
"62450 - OLNEY","609","3,849","4,996",77,"105"
"62451 - PALESTINE","150","774","1,003",77,"105"
"62452 - PARKERSBURG","23","130","152",86,"117"
"62454 - ROBINSON","602","3,123","4,123",76,"103"
"62466 - SUMNER","219","1,283","1,790",72,"98"
"62475 - WEST LIBERTY","29","134","165",81,"111"
"62477 - WEST UNION","59","293","387",76,"103"
"62478 - WEST YORK","22","122","146",84,"114"
"62480 - WILLOW HILL","55","259","325",80,"109"
"62481 - YALE","25","102","126",81,"111"
"43316 - CAREY","122","1,612","2,199",73,"100"
"43323 - HARPSTER","17","259","336",77,"105"
"43351 - UPPER SANDUSKY","234","3,098","3,945",79,"107"
"43359 - WHARTON","19","266","311",86,"117"
